BasedOn.Code,CanRamp,ConfigureDuringSale,Description,DisplayUrl,Family,IsActive,IsAssetizable,IsSoldOnlyWithOtherProds,Name,ProductCode,QuantityUnitOfMeasure,SpecificationType,StockKeepingUnit,Type,UnitOfMeasure.UnitCode
PCIe PC,false,Allowed,QB-NetLink 100G Ultra – ハイパフォーマンスコンピューティングおよびAIクラスター向けに構築された超高性能100GbEアダプター。,/resource/intel_x710_dp,Hardware,true,true,false,QB-NetLink 100G Ultra,QB-NET-100G-ULTRA,Each,,QB-NET-100G-ULTRA,,
PCIe PC,false,Allowed,QB-NetLink 10G – 標準的なエンタープライズネットワーキング向けの信頼性の高いデュアルポート10GbEアダプター。,/resource/intel_x710_dp,Hardware,true,true,false,QB-NetLink 10G,QB-NET-10G,Each,,QB-NET-10G,,
PCIe PC,false,Allowed,QB-NetLink 25G – データ集約型仮想化およびストレージネットワーク向けに設計された高速25GbE接続。,/resource/intel_x710_dp,Hardware,true,true,false,QB-NetLink 25G,QB-NET-25G,Each,,QB-NET-25G,,
PCIe PC,false,Allowed,QB-NetSecure – セキュアなワークロード向けに暗号化とファイアウォールアクセラレーションを内蔵した10GbEアダプター。,/resource/intel_x710_dp,Hardware,true,true,false,QB-NetSecure 10G,QB-NETSECURE-10G,Each,,QB-NETSECURE-10G,,
,false,,オペレーティングシステムなし,/resource/RLM_quantumBit_logo_sq,None,true,true,false,オペレーティングシステムなし,QB-NO-OSYS,,,QB-NO-OSYS,,
PCIe PC,false,Allowed,QB-Accel NovaX150 – VDI、レンダリング、混合ワークロード向けに最適化された、可視化およびコンピューティング用GPU。,/resource/intel_e52609,Hardware,true,true,false,QB-Accel NovaX150,QB-NovaX150,,,QB-NovaX150,,
PCIe PC,false,Allowed,QB-NVExpand 200 – ストレージのスケーラビリティを最大化するため、追加のNVMeドライブ容量を追加するPCIe拡張カード。,/resource/nvexpand,Hardware,true,true,false,QB-NVExpand 200,QB-NVExpand-200,,,QB-NVExpand-200,,
,false,,ラックPDU 20A、120V L5-20入力 5-20出力 - ベーシックラック配電ユニットにより、ラックマウント機器に電源コンセントを分配できます。,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,ラック PDU 20A、120V L5-20,QB-PDU-2022,,,QB-PDU-2022,,
,false,,ラックPDU 30A、120V L5-20入力 5-20出力 - ベーシックラック配電ユニットにより、ラックマウント機器に電源コンセントを分配できます。,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,ラック PDU 30A、120V L5-20,QB-PDU-2023,,,QB-PDU-2023,,
,false,,ラックPDU 15A、120V L5-20入力 5-20出力 - 基本ラック配電ユニットにより、ラックマウント機器に電源コンセントを分配できます。,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,ラック PDU 15A、120V L5-20,QB-PDU-2024,,,QB-PDU-2024,,
,false,,ラックPDU 20A、230V C20入力 C19出力 - ベーシックラック配電ユニットにより、ラックマウント機器に電源コンセントを分配できます。,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,ラック PDU 20A、230V C20 入力 C1,QB-PDU-2025,,,QB-PDU-2025,,
,false,,ラックPDU 10A 230V C20入力 C19出力 - 基本ラック配電ユニットにより、ラックマウント機器への電源コンセント分配が可能。,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,ラック PDU 10A、230V C20 入力 C19,QB-PDU-2026,,,QB-PDU-2026,,
,false,,ラックPDU 16A 230V C20入力 C13出力 - 基本ラック配電ユニットにより、ラックマウント機器に電源コンセントを分配できます。,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,ラック PDU 16A、230V、C13 出力,QB-PDU-2027,,,QB-PDU-2027,,
,false,,ラックPDU 14.4kW、208V、3相 CS8365入力 C13出力 - 基本ラック配電ユニットにより、ラックマウント機器への電源コンセント分配が可能。,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,ラック PDU 14.4kW、208V、C13 出力,QB-PDU-2028,,,QB-PDU-2028,,
,false,,ラックPDU 5.7W、208V、3相 CS8365入力 C13出力 - ベーシックラック配電ユニットにより、ラックマウント機器に電源コンセントを分配できます。,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,ラック PDU 5.7W、208V、C13 出力,QB-PDU-2029,,,QB-PDU-2029,,
,false,Allowed,QB-PowerCore 1600S – パフォーマンス重視の構成向けに設計された1600W大容量シングル電源ユニット。,/resource/powersupply,Hardware,true,true,false,QB-PowerCore 1600S,QB-PWRCORE-1600S,,,QB-PWRCORE-1600S,,
,false,Allowed,QB-PowerCore 500S – エントリーレベルのワークロードとコスト効率を考慮した500Wシングル電源ユニット。,/resource/powersupply,Hardware,true,true,false,QB-PowerCore 500S,QB-PWRCORE-500S,,,QB-PWRCORE-500S,,
,false,Allowed,QB-PowerCore 800S – ミッドティアサーバー向けにバランスの取れた電力を供給する800Wシングル電源ユニット。,/resource/powersupply,Hardware,true,true,false,QB-PowerCore 800S,QB-PWRCORE-800S,,,QB-PWRCORE-800S,,
,false,Allowed,QB-PowerSafe 1000D – 1000Wデュアル冗長電源ユニット。耐障害性と拡張性のバランスを実現。,/resource/powersupply,Hardware,true,true,false,QB-PowerSafe 1000D,QB-PWRSAFE-1000D,,,QB-PWRSAFE-1000D,,
,false,Allowed,QB-PowerSafe 2000D – 2000Wデュアル冗長電源ユニット。ミッションクリティカルな高密度ワークロード向けに設計。,/resource/powersupply,Hardware,true,true,false,QB-PowerSafe 2000D,QB-PWRSAFE-2000D,,,QB-PWRSAFE-2000D,,
,false,Allowed,QB-PowerSafe 600D – 600Wデュアル冗長電源ユニット。基幹業務アプリケーションの稼働時間を確保。,/resource/powersupply,Hardware,true,true,false,QB-PowerSafe 600D,QB-PWRSAFE-600D,,,QB-PWRSAFE-600D,,
Q-Rack PC,false,Allowed,Q-Rack 750サーバーは、最小限のスペースと低コストで複数の統合サーバーを展開する必要がある組織向けに、優れたパフォーマンス、拡張性、導入の柔軟性を提供するように設計されています。,/resource/powerswerve,Bundle,true,true,false,QuantumBit Q-Rack 750,QB-QRack-750,Each,,QB-QRack-750,Bundle,
,false,Allowed,QuantumBit Database (数量コミット),/resource/database,Software,true,true,false,QuantumBit データベース（数量コミット）,QB-QTY-CMT,Each,,QB-QTY-CMT,,
PCIe PC,false,Allowed,QB-RAIDForce 500 – 高性能ハードウェアRAIDコントローラー。重要ワークロード向けに速度と冗長性を提供。,/resource/RAIDController,Hardware,true,true,false,QB-RAIDForce 500,QB-RAID-500,,,QB-RAID-500,,
,false,,Red Hat Enterprise Linuxは、軍事レベルのセキュリティ、99.999%の稼働率、ビジネスクリティカルなワークロードのサポートを提供します。,/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,Red Hat Enterprise Linux,QB-REDHAT,,,QB-REDHAT,,
,false,,データ変革を進める中でプレミアムカスタマーサクセスサービスを利用できる1回限りの料金。,/resource/ps_adv_serv,Services,true,true,false,QuantumBit アドバイザリーサービス、CSM プレミアム,QB-SRV-AS,,,QB-SRV-AS,,
PC-QB-PS-RESOURCES,false,Allowed,データ正規化専門家はプロジェクトの初期段階から関与し、データの正規化、クリーニング、重複排除を支援し、アップロードおよび更新機能を実行できます。,/resource/ps_dn_expert,Services,true,true,false,データ正規化エキスパート,QB-SRV-DNE,,,QB-SRV-DNE,,
PC-QB-PS-RESOURCES,false,Allowed,当社の認定実装エンジニアは豊富なアプリケーション専門知識と統合経験を持ち、お客様の他システムとの接続を保証します。,/resource/ps_imp_engineer,Services,true,true,false,実装エンジニア,QB-SRV-IMP,,,QB-SRV-IMP,,
PC-QB-PS-RESOURCES,false,Allowed,当社の認定統合スペシャリストエンジニアは豊富なアプリケーション専門知識と統合経験を持ち、お客様の他システムとの接続を保証します。,/resource/ps_int_specialist,Services,true,true,false,統合スペシャリストエンジニア,QB-SRV-ISE,,,QB-SRV-ISE,,
PC-QB-PS-RESOURCES,false,Allowed,当社の認定モジュール拡張エンジニアは、追加モジュールの設定とカスタマイズをクライアントの仕様に合わせて専門的に行い、コアシステムエンジニアと緊密に連携します。,/resource/ps_mod_ext_eng,Services,true,true,false,モジュール拡張エンジニア,QB-SRV-MEE,,,QB-SRV-MEE,,
,false,,プロフェッショナルサービス - アソシエイトコンサルタント 日額料金,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,プロフェッショナルサービス - アソシエイトコンサルタント 1日あたりの料金,QB-SRV-OG-AC-PSH,,,QB-SRV-OG-AC-PSH,,
,false,,プロフェッショナルプロジェクトマネジメントサービスオプション（日単位での価格設定）,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,プロフェッショナルサービス - プロジェクトマネジメント 1日あたりの料金,QB-SRV-OG-PM-PSH,,,QB-SRV-OG-PM-PSH,,
,false,,プロフェッショナルサービスオプション（日単位での価格設定）,/resource/ps_daily_rate,Services,true,true,false,プロフェッショナルサービス 1日あたりの料金,QB-SRV-OG-PSH,,,QB-SRV-OG-PSH,,
,false,,プロフェッショナルサービスは、消費時間に基づき毎月末に請求されます。,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,プロフェッショナルサービス時間（消費型）,QB-SRV-OG-PSHC,,,QB-SRV-OG-PSHC,,
,false,,プログラムディレクターは、経営陣レベルのリーダーシップ、専門知識、プログラム全体の監督を提供します。,/resource/ps_prog_dir,Services,true,true,false,プログラムディレクター,QB-SRV-PD,,,QB-SRV-PD,,
,false,,プロジェクトマネージャーは、会議の調整、進捗の追跡、問題のエスカレーション、週次進捗報告書の監督を通じて、プロジェクトのタイムリーかつ効率的な遂行を確保します。,/resource/ps_proj_mgr,Services,true,true,false,プロジェクトマネージャー,QB-SRV-PMN,,,QB-SRV-PMN,,
,false,,ミッションクリティカルな導入には、QuantumBitを可能な限り迅速に稼働させる必要があります。標準プランの全内容に加え、24時間365日対応の高度なサポートチームへの直接アクセスが可能なプレミアムサクセスプランを選択してください。,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,プレミアムサクセスプラン,QB-SRV-PRM-SP,,,QB-SRV-PRM-SP,,
PC-QB-PS-RESOURCES,false,Allowed,品質保証エンジニアが本番稼働前のテストとサポートを実施。,/resource/ps_qa_engineer,Services,true,true,false,品質保証エンジニア,QB-SRV-QAE,,,QB-SRV-QAE,,
,false,,基本コンサルティングパッケージ（固定料金制）は、サードパーティSI/パートナーによる導入管理サービスです。,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,クイックスタート・イネーブルメント,QB-SRV-QSE,,,QB-SRV-QSE,,
,false,,当社のソリューションアーキテクトは、顧客要件の分析と最適なソリューション機能の設計を担当します。,/resource/ps_sol_arch,Services,true,true,false,ソリューションアーキテクト,QB-SRV-SAT,,,QB-SRV-SAT,,
,false,,合意された作業範囲に基づき、社内プロフェッショナルサービスによる実装管理。,/resource/ps_scope,Services,true,true,false,プロフェッショナルサービスの作業範囲,QB-SRV-SOW,,,QB-SRV-SOW,,
PC-QB-STORAGE,false,Allowed,Q-Drive NVX 16TB – データ集約型アプリケーション向け大容量ストレージ,/resource/hd_8tb_72k,Hardware,true,true,false,Q-Drive NVX 16TB,QB-SSD 16TB,Each,,QB-SSD 16TB,,
PC-QB-STORAGE,false,Allowed,Q-Drive NVX 2TB – OSおよび軽負荷ワークロード向けエントリーレベルエンタープライズSSD,/resource/hd_8tb_72k,Hardware,true,true,false,Q-Drive NVX 2TB,QB-SSD 2TB,Each,,QB-SSD 2TB,,
PC-QB-STORAGE,false,Allowed,Q-Drive NVX Ultra 30TB – 最大ストレージを実現するフラッグシップ級超高密度SSD,/resource/hd_8tb_72k,Hardware,true,true,false,Q-Drive NVX Ultra 30TB,QB-SSD 30TB,Each,,QB-SSD 30TB,,
PC-QB-STORAGE,false,Allowed,Q-Drive NVX 4TB – 容量と性能のバランスを重視した階層,/resource/hd_8tb_72k,Hardware,true,true,false,Q-Drive NVX 4TB,QB-SSD 4TB,Each,,QB-SSD 4TB,,
PC-QB-STORAGE,false,Allowed,Q-Drive NVX 8TB – 混合ワークロード向け大容量ドライブ,/resource/hd_8tb_72k,Hardware,true,true,false,Q-Drive NVX 8TB,QB-SSD 8TB,Each,,QB-SSD 8TB,,
,false,,ミッションクリティカルな導入には、QuantumBitを可能な限り迅速に稼働させる必要があります。標準サクセスプランを選択すると、ドキュメントへのアクセス、オンラインケース管理、電話サポートが利用可能です。,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,スタンダードサクセスプラン,QB-STD-SP,,,QB-STD-SP,,
,false,,認定技術者によるシステム保守、管理、設定。ハードウェア価格の15%。,/resource/silv_maint,Services,true,true,false,シルバーハードウェアメンテナンス,QB-SUPP-1000,,,QB-SUPP-1000,,
,false,,認定技術者によるシステム保守、管理、設定を実施。24時間365日電話サポートと月次オンサイト点検を含む。ハードウェアの20%。,/resource/gold_maint,Services,true,true,false,ゴールドハードウェアメンテナンス,QB-SUPP-1005,,,QB-SUPP-1005,,
,true,,アップグレード、バグ修正、パッチ適用（永久ライセンス対象）。ベータ版への早期アクセス。アップグレードおよびパッチ適用支援。ライセンスの20%,/resource/soft_maint2,Services,true,true,false,ソフトウェア・メンテナンス,QB-SUPP-2000,,,QB-SUPP-2000,,
,false,,,,,true,true,false,Quantum Tokens 定義,QB-TOKEN-DEF,,,QB-TOKEN-DEF,,
,false,,,,,true,true,false,QuantumBit トークンパック,QB-TOKENS-PACK,,,QB-TOKENS-PACK,,
,false,,エッセンシャルズトレーニングでは、ライブウェビナー、自己ペース学習モジュール、強力な分析ツールへのアクセスが可能です。,/resource/essential_train,Services,true,true,false,QuantumBit 基礎トレーニング,QB-TRN-ESSNTLS,,,QB-TRN-ESSNTLS,,
,false,,ファンダメンタルズトレーニングでは、ツールの基本操作を実践的に習得するための資料閲覧、動画視聴、アクティビティ参加を行います。,/resource/fund_training,Services,true,true,false,QuantumBit 上級トレーニング,QB-TRN-FUND,,,QB-TRN-FUND,,
PCIe PC,false,Allowed,QB-Accel VegaX200 – AI/MLワークロード、ディープラーニング、高スループットトレーニング向けに設計された高性能GPU。,/resource/intel_e52609,Hardware,true,true,false,QB-Accel VegaX200,QB-VegaX200,,,QB-VegaX200,,
,false,,vSphere Desktop は、仮想デスクトップの稼働だけでなく、VDI 環境の基盤となるインフラストラクチャにも使用できます。,/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,vSphere Desktop,QB-VMW-D,,,QB-VMW-D,,
,false,,vSphere Enterprise には、データセンターを劇的に簡素化されたクラウドコンピューティング環境へと変革し、次世代の柔軟で信頼性の高い IT サービスを提供する vSphere の全機能が含まれています。,/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,vSphere Enterprise,QB-VMW-E,,,QB-VMW-E,,
,false,,vSphere Standard は、アプリケーションの基本的な統合によるハードウェアコストの大幅削減と、アプリケーション導入の迅速化を実現するエントリーソリューションです。,/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,vSphere Standard,QB-VMW-S,,,QB-VMW-S,,
,false,,,,,true,true,false,JPYリソース定義 商品,RES-USD-DEF,,,RES-JPY-DEF,,
PC-QB-SUB,false,Allowed,QuantumBit サブスクリプション,/resource/subscription,Software,true,true,false,QuantumBit サブスクリプション,TEST-SUB,Each,,TEST-SUB,,
