"Id","CanRamp","ConfigureDuringSale","Description","DisplayUrl","Family","IsActive","IsAssetizable","IsSoldOnlyWithOtherProds","Name","ProductCode","QuantityUnitOfMeasure","SpecificationType","StockKeepingUnit","Type","BasedOn.Code","UnitOfMeasure.UnitCode","BasedOnId","UnitOfMeasureId"
"KPUHFTRC7VG5HWVWAO","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,347/600V,125/105/80C-SPC","FESBA_B602-2","#N/A","#N/A","FESBA_B602-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"20C4VFYNG90NVXLLZB","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz, 347/600Volt, 105/80C-StbyPrm","FESBA_B603-2","#N/A","#N/A","FESBA_B603-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"Z1DEZUZA0ZQEMQTGD4","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz, 347/600Volt, 80C-Stby","FESBA_B604-2","#N/A","#N/A","FESBA_B604-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"ISGAAS9WM711LV0FBV","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz, Wye, 12.47kVolt, 80C-Stby","FESBA_B607-2","#N/A","#N/A","FESBA_B607-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"3QMNWJHHFY0JCRHFCV","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz, Wye, 13.2-13.8kVolt, 105/80C-StbyPrm","FESBA_B612-2","#N/A","#N/A","FESBA_B612-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"LORC9RADC3CLKYOUMS","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz, Wye, 13.2-13.8kVolt, 80C-Stby","FESBA_B628-2","#N/A","#N/A","FESBA_B628-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"LVN5ZRERIGZTSU07GX","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60 Hz, Wye, 380 Volt, 80C-Stby","FESBA_B660-2","#N/A","#N/A","FESBA_B660-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"RZFXWIOZVEAVBXZDHG","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,Wye,440V,125-80C-SPC","FESBA_B663-2","#N/A","#N/A","FESBA_B663-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"PJXJNF9DOKDV9SXVTI","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60 Hz, Wye, 440 Volt,105/80C-StbyPrm","FESBA_B664-2","#N/A","#N/A","FESBA_B664-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"CRRICDEYETT3F2VVTT","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz, Wye, 440 Volt,80C-Stby","FESBA_B688-2","#N/A","#N/A","FESBA_B688-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"SCWTH2A91IWUMUDBQQ","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,Wye,440V,150/125SP,40C amb","FESBA_B691-2","#N/A","#N/A","FESBA_B691-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"SGVKNGCYLYIWOELRRK","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60 Hz,Wye,240/416 Volt,105/80C-StbyPrm","FESBA_B715-2","#N/A","#N/A","FESBA_B715-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"0MNYLS2IKX2DXXY16C","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Hardened Bearing Cartridge","FESBA_B791-2","#N/A","#N/A","FESBA_B791-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"YCAL2SSIDFASVWHG27","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz, 3Phase, 480Volt, 125/105/80C-StbyPrmCont","FESBA_B801-2","#N/A","#N/A","FESBA_B801-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"0OQDLATFRPIFT6RVR3","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz,3Phase,480Volt,150C-Stby,40C amb","FESBA_B816-2","#N/A","#N/A","FESBA_B816-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"1CA1CP2F2HPOAKDXVE","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz,3Phase,600Volt,150C-Stby,40C amb","FESBA_B817-2","#N/A","#N/A","FESBA_B817-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"KN5LOL19A1FWGPDPNE","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,277/480V,80C, Stby-Prime,IncrMtrStart","FESBA_B903-2","#N/A","#N/A","FESBA_B903-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"KVQYCT5YICVUF73LKH","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,347/600V,80C, Stby-Prime,IncrMtrStart","FESBA_B904-2","#N/A","#N/A","FESBA_B904-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"2N91MZKYC4UN2IY4LK","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,2400/4160V,80C, Stby-Prime,IncrMtrStart","FESBA_B905-2","#N/A","#N/A","FESBA_B905-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"RYZ90HRYSBG7UYEJVJ","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,7200/12470V,80C, Stby-Prime,IncrMtrStart","FESBA_B906-2","#N/A","#N/A","FESBA_B906-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"58UFCOCQCAPMEZ8UEZ","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,7620/13200V,80C, Stby-Prime,IncrMtrStart","FESBA_B907-2","#N/A","#N/A","FESBA_B907-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"MYMXAS1BSWHTWX0ULU","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,7968/13800V,80C, Stby-Prime,IncrMtrStart","FESBA_B909-2","#N/A","#N/A","FESBA_B909-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"6R4SECRTSBGRQK72MF","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,Wye,380V,105C-DCC,40C Amb","FESBA_BB08-2","#N/A","#N/A","FESBA_BB08-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"OZKHUECJ5QH4YMSDQM","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,Wye,416V,105C-DCC,40C Amb","FESBA_BB10-2","#N/A","#N/A","FESBA_BB10-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"RN7QIGIUFKE3E0BZIC","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,Wye,440V,105C-DCC,40C Amb","FESBA_BB12-2","#N/A","#N/A","FESBA_BB12-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"QYU4XWTVZ2OGWWH73X","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,Wye,480V,80C-DCC,40C Amb","FESBA_BB14-2","#N/A","#N/A","FESBA_BB14-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"AIEPZ6W4PPICNPTUEE","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,Wye,480V,105C-DCC,40C Amb","FESBA_BB15-2","#N/A","#N/A","FESBA_BB15-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"UMD7HBAXCJYTWMO9XA","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,Wye,600V,80C-DCC,40C Amb","FESBA_BB17-2","#N/A","#N/A","FESBA_BB17-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"4ZQYPHISLNWRJ9BJYO","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,Wye,600V,105C-DCC,40C Amb","FESBA_BB18-2","#N/A","#N/A","FESBA_BB18-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"WXR4IQUSK2URW8JABB","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,Wye,4160V,80C-DCC,40C Amb","FESBA_BB20-2","#N/A","#N/A","FESBA_BB20-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"OMEWZDNED5IFMUX5JW","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,Wye,12.47kV,80C-DCC,40C Amb","FESBA_BB23-2","#N/A","#N/A","FESBA_BB23-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"0JW4I3PPM6LRUD2PK9","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,Wye,13.2kV,80C-DCC,40C Amb","FESBA_BB26-2","#N/A","#N/A","FESBA_BB26-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"QW42P6TUUY7IJ6BODC","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,Wye,13.8kV,80C-DCC,40C Amb","FESBA_BB29-2","#N/A","#N/A","FESBA_BB29-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"TPQRVA1RFUFEO4LG3W","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,Wye,440V,80C-DCC,40C Amb","FESBA_BC03-2","#N/A","#N/A","FESBA_BC03-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"7Q1YTQQDSGCB4VXA2H","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,Wye,380V,80C-DCC,40C Amb","FESBA_BC04-2","#N/A","#N/A","FESBA_BC04-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"B8XDJIAGJ1UG955B0D","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,3Ph,Wye,416V,80C-DCC,40C Amb","FESBA_BC05-2","#N/A","#N/A","FESBA_BC05-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"GKFDHEPY3RKWVEOHTA","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Separator-Fuel/Water","FESBA_C127-2","#N/A","#N/A","FESBA_C127-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"LPOE0A55EEBYWH2R8L","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Fuel Filters-Engine, Duplex","FESBA_C278-2","#N/A","#N/A","FESBA_C278-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"NFZUMQAAAOHPOVWL8G","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Heavy Duty Air Cleaner","FESBA_D036-2","#N/A","#N/A","FESBA_D036-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"BROZSNMW9YUMKWEIGA","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Normal Duty Air Cleaner","FESBA_D041-2","#N/A","#N/A","FESBA_D041-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"AKMK1AAPFQETYESYS3","false","#N/A","#N/A","#N/A","Hardware","true","true","false","None Supplied (Remote Cooling)","FESBA_E043-2","#N/A","#N/A","FESBA_E043-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"1I7PGXI2O5KQY2OASZ","false","#N/A","#N/A","#N/A","Hardware","true","true","false","(Remote Cooling) Flanged Connectors ASA","FESBA_E080-2","#N/A","#N/A","FESBA_E080-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"4AAGQSMQIGCKSQP1XA","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Engine Cooling-High Ambient Air Temperature","FESBA_E125-2","#N/A","#N/A","FESBA_E125-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"8S6AECVJQA0H3QNYFE","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Engine Cooling-Enhanced High Ambient Air Temperature","FESBA_E126-2","#N/A","#N/A","FESBA_E126-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"6UHDAWRPL7T9RZUVD6","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Eng Cooling-High Ambient Air Temp, Ship Loose","FESBA_E128-2","#N/A","#N/A","FESBA_E128-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"2AFP3EXZ6PA72QCRV1","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Terminal Hsg-Alternator Mounted,BotEntr,LV,NEMA 2-HoleConn","FESBA_F258-2","#N/A","#N/A","FESBA_F258-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"BEIKIVPGYWVWXAANWB","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Terminal Hsg-Alternator Mounted,TopEntr,LV,NEMA 2-HoleConn","FESBA_F259-2","#N/A","#N/A","FESBA_F259-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"BU5Q492TB4YA8ZGJOB","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Oil Pan-High Capacity","FESBA_H110-2","#N/A","#N/A","FESBA_H110-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"6SC3ZD4M4VUMPM1DTO","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Gauge-Exhaust Gas Temperature","FESBA_H244-2","#N/A","#N/A","FESBA_H244-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"M2TQUPDDYJGFI045XC","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Shutdown-Low Coolant Level","FESBA_H389-2","#N/A","#N/A","FESBA_H389-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"GKS5DT2FLZZDFRO2NR","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Warning-Low Coolant Level","FESBA_H527-2","#N/A","#N/A","FESBA_H527-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"EZSKGYKJ1F8F4TGSAH","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Coolant Heater-208/240/480V, 40F Minimum Ambient Temp","FESBA_H556-2","#N/A","#N/A","FESBA_H556-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"1U1GZHQBBYK7UZFGLL","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Coolant Heater-208/240/480V, Below 40F Ambient Temp","FESBA_H557-2","#N/A","#N/A","FESBA_H557-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"I1VJWVWKKFWUVGDCQP","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Meters-AC Output,Analog","FESBA_H606-2","#N/A","#N/A","FESBA_H606-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"X6NOXWLGS386TE6YVG","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Filters-Eng Oil,Full Flow/Bypass","FESBA_H607-2","#N/A","#N/A","FESBA_H607-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"W71VLJZ9IRBCNY0BCE","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Indication-Ground Fault,3-PoleXfrSw","FESBA_H666-2","#N/A","#N/A","FESBA_H666-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"ID22BQRIQHQZGDRCJS","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Display - Control LCD","FESBA_H678-2","#N/A","#N/A","FESBA_H678-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"TNJLIB9EGUYL1DLLES","false","Allowed","#N/A","#N/A","Hardware","true","true","false","PowerCommand 3.3","FESBA_H704-2","#N/A","#N/A","FESBA_H704-2","#N/A","Control PC","#N/A","8VERK2QQ1TGQ28XCFP","#N/A"
"KJNOTUH6ZQSLCQNOBU","false","#N/A","#N/A","#N/A","Hardware","true","true","false","AmpSentryTM Protective Relay","FESBA_H720-2","#N/A","#N/A","FESBA_H720-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"PHVZRK6JMDL0XKJ0TF","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Indication-Ground Fault, Terminal Box (or) Circuit Breaker Box - Left","FESBA_H723-2","#N/A","#N/A","FESBA_H723-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"833579CXLV8VESCRZF","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Indication-Ground Fault, Terminal Box (or) Circuit Breaker Box - Right","FESBA_H724-2","#N/A","#N/A","FESBA_H724-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"LGD7ZMBXLEDNAA1XJC","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Oil Sampling Valve","FESBA_H734-2","#N/A","#N/A","FESBA_H734-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"TGU5JBZDERUTYVBPB5","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Display, Running Time","FESBA_K020-2","#N/A","#N/A","FESBA_K020-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"U4XO4O3UFBI0C9IH4Q","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Differential CT's P80","FESBA_K993-2","#N/A","#N/A","FESBA_K993-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"OEXEPQIQE6H4UEPTF8","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alarm-Audible, Engine Shutdown","FESBA_KA08-2","#N/A","#N/A","FESBA_KA08-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"5VOU8QRAO30413W4YG","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Top Entry, Right","FESBA_KB70-2","#N/A","#N/A","FESBA_KB70-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"JBV72XC11S2EPW51KG","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Top Entry, Left","FESBA_KB71-2","#N/A","#N/A","FESBA_KB71-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"4QLVBWMZCOFEE6MSP9","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Bottom Entry, Right","FESBA_KB72-2","#N/A","#N/A","FESBA_KB72-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"36BLIQIERI5ZJE1PLX","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Bottom Entry, Left","FESBA_KB73-2","#N/A","#N/A","FESBA_KB73-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"E58HPBALDWCEZWSX4E","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Terminal Box-Low Voltage,Right","FESBA_KC52-2","#N/A","#N/A","FESBA_KC52-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"TD2WCOTKXPXUO4ODYV","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Terminal Box-Low Voltage,Left","FESBA_KC53-2","#N/A","#N/A","FESBA_KC53-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"CI4VJMGUJWDA62VBTQ","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Circuit Breaker or Entrance Box-None","FESBA_KP78-2","#N/A","#N/A","FESBA_KP78-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"DVKW31USD0L8GHZECP","false","#N/A","#N/A","#N/A","Hardware","true","true","false","CB-2500A,Right,3P,UL 600,IEC 415,UL Serv Ent,100%","FESBA_KP82-2","#N/A","#N/A","FESBA_KP82-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"OE5JGSTXBGPRURSSB1","false","#N/A","#N/A","#N/A","Hardware","true","true","false","CB-2500A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%","FESBA_KP83-2","#N/A","#N/A","FESBA_KP83-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"V3BJHMXQ1Y9NPYT6KC","false","#N/A","#N/A","#N/A","Hardware","true","true","false","CB-2000A,Right,3P,UL 600,IEC 415,UL Serv Ent,100%","FESBA_KP84-2","#N/A","#N/A","FESBA_KP84-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"6TMCAZTGRPKWXWJBBP","false","#N/A","#N/A","#N/A","Hardware","true","true","false","CB-2000A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%","FESBA_KP85-2","#N/A","#N/A","FESBA_KP85-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"9MRIT7V9BQVISVBPHK","false","#N/A","#N/A","#N/A","Hardware","true","true","false","CB-1600A,Right,3P,UL 600,IEC 415,UL Serv Ent,100%","FESBA_KP86-2","#N/A","#N/A","FESBA_KP86-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"UJCLFZNPQLTUFLVXF6","false","#N/A","#N/A","#N/A","Hardware","true","true","false","CB-1600A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%","FESBA_KP87-2","#N/A","#N/A","FESBA_KP87-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"XXHHGWGOLIMQN1JFSI","false","#N/A","#N/A","#N/A","Hardware","true","true","false","CB-1200A,Right,3P,UL 600,IEC 415,UL Serv Ent,100%","FESBA_KP88-2","#N/A","#N/A","FESBA_KP88-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"CZFIGPE5UH6B5QWNP3","false","#N/A","#N/A","#N/A","Hardware","true","true","false","CB-1200A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%","FESBA_KP89-2","#N/A","#N/A","FESBA_KP89-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"EA4EH1NEPXG5AEDWRU","false","#N/A","#N/A","#N/A","Hardware","true","true","false","CB-800A,Right,3P,UL 600,IEC 415,UL Serv Ent,100%","FESBA_KP90-2","#N/A","#N/A","FESBA_KP90-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"TNSXCMOMU2CIVADOYS","false","#N/A","#N/A","#N/A","Hardware","true","true","false","CB-800A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%","FESBA_KP91-2","#N/A","#N/A","FESBA_KP91-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"BOONOFOES8F9BQZF7O","false","#N/A","#N/A","#N/A","Hardware","true","true","false","CB-600A,Right,3P,UL 600,IEC 690,UL Serv Ent,100%","FESBA_KP92-2","#N/A","#N/A","FESBA_KP92-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"LRDBND1BX4U3QWTPXK","false","#N/A","#N/A","#N/A","Hardware","true","true","false","CB-600A,Left,3P,UL 600,IEC 690,UL Serv Ent,100%","FESBA_KP93-2","#N/A","#N/A","FESBA_KP93-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"VQNHQR5UZPRJ8RKEXA","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Entrance Box-Right","FESBA_KP94-2","#N/A","#N/A","FESBA_KP94-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"YMVTUWDW5J7L7C5SMO","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Ckt Brkr Access-Right Side","FESBA_KP98-2","#N/A","#N/A","FESBA_KP98-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"CP0J2MHIMK3YAFEVAC","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Ckt Brkr Access-Left Side","FESBA_KP99-2","#N/A","#N/A","FESBA_KP99-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"M4KQIIV4HBWJOH93ET","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Ckt Brkr Lugs-Mechanical, Left Side","FESBA_KR01-2","#N/A","#N/A","FESBA_KR01-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"NKWSSKJQMYU96B6RUI","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Ckt Brkr Lugs-Mechanical, Right Side","FESBA_KR02-2","#N/A","#N/A","FESBA_KR02-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"MFCLDCO8QEF7ORNNGX","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Differential CT's P7","FESBA_KR08-2","#N/A","#N/A","FESBA_KR08-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"85AVOUWQYMBNZHAQF4","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Output Terminals-2-Hole Lug, NEMA","FESBA_KR78-2","#N/A","#N/A","FESBA_KR78-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"KCU5BCEVP9RSENQJBC","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Signals - Auxiliary, 8 Inputs/8 Outputs","FESBA_KS53-2","#N/A","#N/A","FESBA_KS53-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"G8F4SL0A9H0V2H4ASQ","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Terminal Housing-Bottom Entrance,Medium/High Volts","FESBA_KS57-2","#N/A","#N/A","FESBA_KS57-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"ERPTH1VOZ2I1B5ZTKF","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Terminal Housing-Top Entrance,Medium/High Volts","FESBA_KS58-2","#N/A","#N/A","FESBA_KS58-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"3YVKNBB7F0R5SZFYKT","false","#N/A","#N/A","#N/A","Hardware","true","true","false","CB-3000A,Right,3P,UL 600,IEC 690,UL Serv Ent,100%","FESBA_KU62-2","#N/A","#N/A","FESBA_KU62-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"KHBKFBU0LVH9VMMFXY","false","#N/A","#N/A","#N/A","Hardware","true","true","false","CB-3000A,Left,3P,UL 600,IEC 690,UL Serv Ent,100%","FESBA_KU68-2","#N/A","#N/A","FESBA_KU68-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"9TTT8JU8WQDPFI5PBP","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Entrance Box-Low Voltage,Right","FESBA_KU70-2","#N/A","#N/A","FESBA_KU70-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"4GBQUF6ZQQ4GRKNZFK","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Entrance Box-Low Voltage,Left","FESBA_KU71-2","#N/A","#N/A","FESBA_KU71-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"9ILPFX0HI5LJRREX8L","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Bottom Entry Chute, Left","FESBA_KU83-2","#N/A","#N/A","FESBA_KU83-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"REYK2QJFGUZEJHJZMX","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Bottom Entry Chute, Right","FESBA_KU84-2","#N/A","#N/A","FESBA_KU84-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"WOYTMEOE9KT0V7QJFL","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Housing Arrangement - Left Entry","FESBA_KU93-2","#N/A","#N/A","FESBA_KU93-2","#N/A","#N/A","#N/A","#N/A","#N/A"
