$$AttributeDefinition.Code$Product2.StockKeepingUnit,AttributeCategory.Code,AttributeDefinition.Code,AttributeNameOverride,DefaultValue,Description,DisplayType,HelpText,IsHidden,IsPriceImpacting,IsReadOnly,IsRequired,MaximumCharacterCount,MaximumValue,MinimumCharacterCount,MinimumValue,Name,OverriddenProductAttributeDefinition.$$AttributeDefinition.Code$Product2.StockKeepingUnit,Product2.StockKeepingUnit,ProductClassificationAttribute.$$ProductClassification.Code$AttributeDefinition.Code$AttributeCategory.Code,Sequence,Status,StepValue,UnitOfMeasure.UnitCode,ValueDescription
ATTR-QB-DATASTORAGE;QB-HD 4TB-GEN0898,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 4TB-GEN0898,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 8TB-GEN0899,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 8TB-GEN0899,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-NET-100G-ULTRA-GEN0924,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NET-100G-ULTRA-GEN0924,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NovaX150-GEN0929,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NovaX150-GEN0929,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NVExpand-200-GEN0930,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NVExpand-200-GEN0930,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-RAID-500-GEN0947,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-RAID-500-GEN0947,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 16TB-GEN0965,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,16TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 16TB-GEN0965,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 2TB-GEN0966,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,2TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 2TB-GEN0966,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 30TB-GEN0967,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,30TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 30TB-GEN0967,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 4TB-GEN0968,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 4TB-GEN0968,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 8TB-GEN0969,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 8TB-GEN0969,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-VegaX200-GEN0978,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-VegaX200-GEN0978,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-API;QB-API-GEN0990,AC-QB-API,ATTR-QB-API,Type,Flex,,RadioButton,,false,true,false,false,,,,,Type,,QB-API-GEN0990,PC-QB-API;ATTR-QB-API;AC-QB-API,1,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1.2TB-GEN1058,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1.2TB-GEN1058,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1TB-GEN1059,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1TB-GEN1059,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 20TB-GEN1060,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,20TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 20TB-GEN1060,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 3TB-GEN1061,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,3TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 3TB-GEN1061,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 4TB-GEN1062,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 4TB-GEN1062,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 8TB-GEN1063,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 8TB-GEN1063,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-NET-100G-ULTRA-GEN1088,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NET-100G-ULTRA-GEN1088,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NovaX150-GEN1093,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NovaX150-GEN1093,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NVExpand-200-GEN1094,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NVExpand-200-GEN1094,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-RAID-500-GEN1111,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-RAID-500-GEN1111,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 16TB-GEN1129,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,16TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 16TB-GEN1129,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 2TB-GEN1130,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,2TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 2TB-GEN1130,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 30TB-GEN1131,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,30TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 30TB-GEN1131,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 4TB-GEN1132,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 4TB-GEN1132,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 8TB-GEN1133,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 8TB-GEN1133,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-VegaX200-GEN1142,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-VegaX200-GEN1142,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-API;QB-API-GEN1154,AC-QB-API,ATTR-QB-API,Type,Flex,,RadioButton,,false,true,false,false,,,,,Type,,QB-API-GEN1154,PC-QB-API;ATTR-QB-API;AC-QB-API,1,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1.2TB-GEN1222,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1.2TB-GEN1222,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1TB-GEN1223,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1TB-GEN1223,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 20TB-GEN1224,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,20TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 20TB-GEN1224,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 3TB-GEN1225,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,3TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 3TB-GEN1225,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 4TB-GEN1226,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 4TB-GEN1226,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 8TB-GEN1227,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 8TB-GEN1227,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-NET-100G-ULTRA-GEN1252,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NET-100G-ULTRA-GEN1252,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NovaX150-GEN1257,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NovaX150-GEN1257,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NVExpand-200-GEN1258,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NVExpand-200-GEN1258,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-RAID-500-GEN1275,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-RAID-500-GEN1275,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 16TB-GEN1293,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,16TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 16TB-GEN1293,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 2TB-GEN1294,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,2TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 2TB-GEN1294,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 30TB-GEN1295,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,30TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 30TB-GEN1295,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 4TB-GEN1296,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 4TB-GEN1296,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 8TB-GEN1297,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 8TB-GEN1297,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-VegaX200-GEN1306,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-VegaX200-GEN1306,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-API;QB-API-GEN1318,AC-QB-API,ATTR-QB-API,Type,Flex,,RadioButton,,false,true,false,false,,,,,Type,,QB-API-GEN1318,PC-QB-API;ATTR-QB-API;AC-QB-API,1,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1.2TB-GEN1386,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1.2TB-GEN1386,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1TB-GEN1387,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1TB-GEN1387,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 20TB-GEN1388,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,20TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 20TB-GEN1388,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 3TB-GEN1389,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,3TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 3TB-GEN1389,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 4TB-GEN1390,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 4TB-GEN1390,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 8TB-GEN1391,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 8TB-GEN1391,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-NET-100G-ULTRA-GEN1416,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NET-100G-ULTRA-GEN1416,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NovaX150-GEN1421,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NovaX150-GEN1421,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NVExpand-200-GEN1422,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NVExpand-200-GEN1422,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-RAID-500-GEN1439,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-RAID-500-GEN1439,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 16TB-GEN1457,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,16TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 16TB-GEN1457,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 2TB-GEN1458,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,2TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 2TB-GEN1458,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 30TB-GEN1459,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,30TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 30TB-GEN1459,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 4TB-GEN1460,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 4TB-GEN1460,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 8TB-GEN1461,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 8TB-GEN1461,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-VegaX200-GEN1470,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-VegaX200-GEN1470,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-API;QB-API-GEN1482,AC-QB-API,ATTR-QB-API,Type,Flex,,RadioButton,,false,true,false,false,,,,,Type,,QB-API-GEN1482,PC-QB-API;ATTR-QB-API;AC-QB-API,1,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1.2TB-GEN1550,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1.2TB-GEN1550,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1TB-GEN1551,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1TB-GEN1551,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 20TB-GEN1552,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,20TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 20TB-GEN1552,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 3TB-GEN1553,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,3TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 3TB-GEN1553,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 4TB-GEN1554,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 4TB-GEN1554,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 8TB-GEN1555,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 8TB-GEN1555,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-NET-100G-ULTRA-GEN1580,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NET-100G-ULTRA-GEN1580,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NovaX150-GEN1585,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NovaX150-GEN1585,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NVExpand-200-GEN1586,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NVExpand-200-GEN1586,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-RAID-500-GEN1603,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-RAID-500-GEN1603,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 16TB-GEN1621,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,16TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 16TB-GEN1621,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 2TB-GEN1622,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,2TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 2TB-GEN1622,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 30TB-GEN1623,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,30TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 30TB-GEN1623,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 4TB-GEN1624,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 4TB-GEN1624,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 8TB-GEN1625,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 8TB-GEN1625,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-VegaX200-GEN1634,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-VegaX200-GEN1634,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-API;QB-API-GEN1646,AC-QB-API,ATTR-QB-API,Type,Flex,,RadioButton,,false,true,false,false,,,,,Type,,QB-API-GEN1646,PC-QB-API;ATTR-QB-API;AC-QB-API,1,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1.2TB-GEN1714,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1.2TB-GEN1714,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1TB-GEN1715,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1TB-GEN1715,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 20TB-GEN1716,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,20TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 20TB-GEN1716,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 3TB-GEN1717,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,3TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 3TB-GEN1717,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 4TB-GEN1718,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 4TB-GEN1718,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 8TB-GEN1719,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 8TB-GEN1719,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-NET-100G-ULTRA-GEN1744,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NET-100G-ULTRA-GEN1744,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NovaX150-GEN1749,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NovaX150-GEN1749,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NVExpand-200-GEN1750,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NVExpand-200-GEN1750,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-RAID-500-GEN1767,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-RAID-500-GEN1767,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
