$$ChildProductClassification.Code$ChildProduct.StockKeepingUnit$ParentProduct.StockKeepingUnit$ProductComponentGroup.Code$ProductRelationshipType.Name,ChildProduct.StockKeepingUnit,ChildProductClassification.Code,ChildProductRole,ChildSellingModel.$$Name$SellingModelType,DoesBundlePriceIncludeChild,IsComponentRequired,IsDefaultComponent,IsQuantityEditable,MaxQuantity,MinQuantity,ParentProduct.StockKeepingUnit,ParentProductRole,ParentSellingModel.$$Name$SellingModelType,ProductComponentGroup.Code,ProductRelationshipType.Name,Quantity,QuantityScaleMethod,QuoteVisibility,Sequence,UnitOfMeasure.UnitCode
;PROD-1289692484;PROD-1202444971;;Bundle to Bundle Component Relationship,PROD-1289692484,,BundleComponent,,true,false,true,false,,,PROD-1202444971,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1298719794;PROD-1603627899;;Bundle to Bundle Component Relationship,PROD-1298719794,,BundleComponent,,true,false,true,false,,,PROD-1603627899,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1302496369;PROD-670848332;;Bundle to Bundle Component Relationship,PROD-1302496369,,BundleComponent,,true,false,true,false,,,PROD-670848332,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1310694555;PROD-990828007;;Bundle to Bundle Component Relationship,PROD-1310694555,,BundleComponent,,true,false,true,false,,,PROD-990828007,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1324161108;PROD-455868158;;Bundle to Bundle Component Relationship,PROD-1324161108,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1361853679;PROD-518530525;;Bundle to Bundle Component Relationship,PROD-1361853679,,BundleComponent,,true,false,true,false,,,PROD-518530525,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1380327064;PROD-990828007;;Bundle to Bundle Component Relationship,PROD-1380327064,,BundleComponent,,true,false,true,false,,,PROD-990828007,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1427074895;PROD-159863330;;Bundle to Bundle Component Relationship,PROD-1427074895,,BundleComponent,,true,false,true,false,,,PROD-159863330,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1448587501;PROD-1202444971;;Bundle to Bundle Component Relationship,PROD-1448587501,,BundleComponent,,true,false,true,false,,,PROD-1202444971,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1472536093;PROD-356310368;;Bundle to Bundle Component Relationship,PROD-1472536093,,BundleComponent,,true,false,true,false,,,PROD-356310368,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-148835828;PROD-455868158;;Bundle to Bundle Component Relationship,PROD-148835828,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1491788725;PROD-518530525;;Bundle to Bundle Component Relationship,PROD-1491788725,,BundleComponent,,true,false,true,false,,,PROD-518530525,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1511371870;PROD-2063526037;;Bundle to Bundle Component Relationship,PROD-1511371870,,BundleComponent,,true,false,true,false,,,PROD-2063526037,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1514472773;PROD-1232611253;;Bundle to Bundle Component Relationship,PROD-1514472773,,BundleComponent,,true,false,true,false,,,PROD-1232611253,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1517433427;PROD-148835828;;Bundle to Bundle Component Relationship,PROD-1517433427,,BundleComponent,,true,false,true,false,,,PROD-148835828,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1533783581;PROD-1563124993;;Bundle to Bundle Component Relationship,PROD-1533783581,,BundleComponent,,true,false,true,false,,,PROD-1563124993,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1536519560;PROD-799314932;;Bundle to Bundle Component Relationship,PROD-1536519560,,BundleComponent,,true,false,true,false,,,PROD-799314932,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1547313492;PROD-1298719794;;Bundle to Bundle Component Relationship,PROD-1547313492,,BundleComponent,,true,false,true,false,,,PROD-1298719794,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1559036382;PROD-630065671;;Bundle to Bundle Component Relationship,PROD-1559036382,,BundleComponent,,true,false,true,false,,,PROD-630065671,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1563124993;PROD-2003786421;;Bundle to Bundle Component Relationship,PROD-1563124993,,BundleComponent,,true,false,true,false,,,PROD-2003786421,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1563341377;PROD-322363365;;Bundle to Bundle Component Relationship,PROD-1563341377,,BundleComponent,,true,false,true,false,,,PROD-322363365,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1574258426;PROD-755090702;;Bundle to Bundle Component Relationship,PROD-1574258426,,BundleComponent,,true,false,true,false,,,PROD-755090702,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1576658789;PROD-683520187;;Bundle to Bundle Component Relationship,PROD-1576658789,,BundleComponent,,true,false,true,false,,,PROD-683520187,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1593141905;PROD-1563341377;;Bundle to Bundle Component Relationship,PROD-1593141905,,BundleComponent,,true,false,true,false,,,PROD-1563341377,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-159863330;PROD-1234105735;;Bundle to Bundle Component Relationship,PROD-159863330,,BundleComponent,,true,false,true,false,,,PROD-1234105735,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1603627899;PROD-2003786421;;Bundle to Bundle Component Relationship,PROD-1603627899,,BundleComponent,,true,false,true,false,,,PROD-2003786421,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1607828377;PROD-1878093187;;Bundle to Bundle Component Relationship,PROD-1607828377,,BundleComponent,,true,false,true,false,,,PROD-1878093187,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1609709205;PROD-1603627899;;Bundle to Bundle Component Relationship,PROD-1609709205,,BundleComponent,,true,false,true,false,,,PROD-1603627899,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1673140239;PROD-2004313496;;Bundle to Bundle Component Relationship,PROD-1673140239,,BundleComponent,,true,false,true,false,,,PROD-2004313496,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1704766065;PROD-462218852;;Bundle to Bundle Component Relationship,PROD-1704766065,,BundleComponent,,true,false,true,false,,,PROD-462218852,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1744092313;PROD-455868158;;Bundle to Bundle Component Relationship,PROD-1744092313,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1766568232;PROD-1160394163;;Bundle to Bundle Component Relationship,PROD-1766568232,,BundleComponent,,true,false,true,false,,,PROD-1160394163,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1768772247;PROD-1046989797;;Bundle to Bundle Component Relationship,PROD-1768772247,,BundleComponent,,true,false,true,false,,,PROD-1046989797,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1776230868;PROD-1563124993;;Bundle to Bundle Component Relationship,PROD-1776230868,,BundleComponent,,true,false,true,false,,,PROD-1563124993,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1795624702;PROD-2004313496;;Bundle to Bundle Component Relationship,PROD-1795624702,,BundleComponent,,true,false,true,false,,,PROD-2004313496,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1803530052;PROD-1559036382;;Bundle to Bundle Component Relationship,PROD-1803530052,,BundleComponent,,true,false,true,false,,,PROD-1559036382,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1809409779;PROD-1941355444;;Bundle to Bundle Component Relationship,PROD-1809409779,,BundleComponent,,true,false,true,false,,,PROD-1941355444,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-186801522;PROD-828674135;;Bundle to Bundle Component Relationship,PROD-186801522,,BundleComponent,,true,false,true,false,,,PROD-828674135,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1878093187;PROD-148835828;;Bundle to Bundle Component Relationship,PROD-1878093187,,BundleComponent,,true,false,true,false,,,PROD-148835828,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-188088183;PROD-1803530052;;Bundle to Bundle Component Relationship,PROD-188088183,,BundleComponent,,true,false,true,false,,,PROD-1803530052,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1897393325;PROD-455868158;;Bundle to Bundle Component Relationship,PROD-1897393325,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1917148511;PROD-1054187061;;Bundle to Bundle Component Relationship,PROD-1917148511,,BundleComponent,,true,false,true,false,,,PROD-1054187061,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-192607526;PROD-1000281857;;Bundle to Bundle Component Relationship,PROD-192607526,,BundleComponent,,true,false,true,false,,,PROD-1000281857,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1939884557;PROD-1744092313;;Bundle to Bundle Component Relationship,PROD-1939884557,,BundleComponent,,true,false,true,false,,,PROD-1744092313,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1941355444;PROD-455868158;;Bundle to Bundle Component Relationship,PROD-1941355444,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1956857281;PROD-384361183;;Bundle to Bundle Component Relationship,PROD-1956857281,,BundleComponent,,true,false,true,false,,,PROD-384361183,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1977133047;PROD-1128940216;;Bundle to Bundle Component Relationship,PROD-1977133047,,BundleComponent,,true,false,true,false,,,PROD-1128940216,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2001013682;PROD-950775878;;Bundle to Bundle Component Relationship,PROD-2001013682,,BundleComponent,,true,false,true,false,,,PROD-950775878,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2003786421;PROD-455868158;;Bundle to Bundle Component Relationship,PROD-2003786421,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2004313496;PROD-1128940216;;Bundle to Bundle Component Relationship,PROD-2004313496,,BundleComponent,,true,false,true,false,,,PROD-1128940216,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2006854732;PROD-597705628;;Bundle to Bundle Component Relationship,PROD-2006854732,,BundleComponent,,true,false,true,false,,,PROD-597705628,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2035320005;PROD-1533783581;;Bundle to Bundle Component Relationship,PROD-2035320005,,BundleComponent,,true,false,true,false,,,PROD-1533783581,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-204534203;PROD-1324161108;;Bundle to Bundle Component Relationship,PROD-204534203,,BundleComponent,,true,false,true,false,,,PROD-1324161108,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2058355083;PROD-1517433427;;Bundle to Bundle Component Relationship,PROD-2058355083,,BundleComponent,,true,false,true,false,,,PROD-1517433427,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2059567741;PROD-1078575407;;Bundle to Bundle Component Relationship,PROD-2059567741,,BundleComponent,,true,false,true,false,,,PROD-1078575407,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2063526037;PROD-1609709205;;Bundle to Bundle Component Relationship,PROD-2063526037,,BundleComponent,,true,false,true,false,,,PROD-1609709205,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2108848830;PROD-1878093187;;Bundle to Bundle Component Relationship,PROD-2108848830,,BundleComponent,,true,false,true,false,,,PROD-1878093187,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2115474628;PROD-1977133047;;Bundle to Bundle Component Relationship,PROD-2115474628,,BundleComponent,,true,false,true,false,,,PROD-1977133047,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2116311267;PROD-455868158;;Bundle to Bundle Component Relationship,PROD-2116311267,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-217263495;PROD-1223537488;;Bundle to Bundle Component Relationship,PROD-217263495,,BundleComponent,,true,false,true,false,,,PROD-1223537488,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-217937560;PROD-1744092313;;Bundle to Bundle Component Relationship,PROD-217937560,,BundleComponent,,true,false,true,false,,,PROD-1744092313,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-275930088;PROD-1576658789;;Bundle to Bundle Component Relationship,PROD-275930088,,BundleComponent,,true,false,true,false,,,PROD-1576658789,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-279707357;PROD-86201530;;Bundle to Bundle Component Relationship,PROD-279707357,,BundleComponent,,true,false,true,false,,,PROD-86201530,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-293991009;PROD-689623762;;Bundle to Bundle Component Relationship,PROD-293991009,,BundleComponent,,true,false,true,false,,,PROD-689623762,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-310172567;PROD-630070740;;Bundle to Bundle Component Relationship,PROD-310172567,,BundleComponent,,true,false,true,false,,,PROD-630070740,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-322363365;PROD-789058761;;Bundle to Bundle Component Relationship,PROD-322363365,,BundleComponent,,true,false,true,false,,,PROD-789058761,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-337489460;PROD-1536519560;;Bundle to Bundle Component Relationship,PROD-337489460,,BundleComponent,,true,false,true,false,,,PROD-1536519560,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-356310368;PROD-1008704562;;Bundle to Bundle Component Relationship,PROD-356310368,,BundleComponent,,true,false,true,false,,,PROD-1008704562,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-362281425;PROD-77740090;;Bundle to Bundle Component Relationship,PROD-362281425,,BundleComponent,,true,false,true,false,,,PROD-77740090,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-384361183;PROD-1472536093;;Bundle to Bundle Component Relationship,PROD-384361183,,BundleComponent,,true,false,true,false,,,PROD-1472536093,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-384933134;PROD-950775878;;Bundle to Bundle Component Relationship,PROD-384933134,,BundleComponent,,true,false,true,false,,,PROD-950775878,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-387008033;PROD-1776230868;;Bundle to Bundle Component Relationship,PROD-387008033,,BundleComponent,,true,false,true,false,,,PROD-1776230868,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-398656864;PROD-1803530052;;Bundle to Bundle Component Relationship,PROD-398656864,,BundleComponent,,true,false,true,false,,,PROD-1803530052,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-406950016;PROD-545409999;;Bundle to Bundle Component Relationship,PROD-406950016,,BundleComponent,,true,false,true,false,,,PROD-545409999,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-409095263;PROD-1563341377;;Bundle to Bundle Component Relationship,PROD-409095263,,BundleComponent,,true,false,true,false,,,PROD-1563341377,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-410431707;PROD-1547313492;;Bundle to Bundle Component Relationship,PROD-410431707,,BundleComponent,,true,false,true,false,,,PROD-1547313492,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-416568204;PROD-86201530;;Bundle to Bundle Component Relationship,PROD-416568204,,BundleComponent,,true,false,true,false,,,PROD-86201530,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-44164144;PROD-1939884557;;Bundle to Bundle Component Relationship,PROD-44164144,,BundleComponent,,true,false,true,false,,,PROD-1939884557,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-448734868;PROD-2035320005;;Bundle to Bundle Component Relationship,PROD-448734868,,BundleComponent,,true,false,true,false,,,PROD-2035320005,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-460189389;PROD-2059567741;;Bundle to Bundle Component Relationship,PROD-460189389,,BundleComponent,,true,false,true,false,,,PROD-2059567741,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-462218852;PROD-799314932;;Bundle to Bundle Component Relationship,PROD-462218852,,BundleComponent,,true,false,true,false,,,PROD-799314932,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-490571009;PROD-1897393325;;Bundle to Bundle Component Relationship,PROD-490571009,,BundleComponent,,true,false,true,false,,,PROD-1897393325,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-498531761;PROD-1559036382;;Bundle to Bundle Component Relationship,PROD-498531761,,BundleComponent,,true,false,true,false,,,PROD-1559036382,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-518530525;PROD-2116311267;;Bundle to Bundle Component Relationship,PROD-518530525,,BundleComponent,,true,false,true,false,,,PROD-2116311267,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-518677116;PROD-1234105735;;Bundle to Bundle Component Relationship,PROD-518677116,,BundleComponent,,true,false,true,false,,,PROD-1234105735,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-522303157;PROD-1897393325;;Bundle to Bundle Component Relationship,PROD-522303157,,BundleComponent,,true,false,true,false,,,PROD-1897393325,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-536938805;PROD-860612882;;Bundle to Bundle Component Relationship,PROD-536938805,,BundleComponent,,true,false,true,false,,,PROD-860612882,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-544673184;PROD-455868158;;Bundle to Bundle Component Relationship,PROD-544673184,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-545409999;PROD-518677116;;Bundle to Bundle Component Relationship,PROD-545409999,,BundleComponent,,true,false,true,false,,,PROD-518677116,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-550606303;PROD-387008033;;Bundle to Bundle Component Relationship,PROD-550606303,,BundleComponent,,true,false,true,false,,,PROD-387008033,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-557364787;PROD-1517433427;;Bundle to Bundle Component Relationship,PROD-557364787,,BundleComponent,,true,false,true,false,,,PROD-1517433427,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-597705628;PROD-1128940216;;Bundle to Bundle Component Relationship,PROD-597705628,,BundleComponent,,true,false,true,false,,,PROD-1128940216,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-604480020;PROD-1559036382;;Bundle to Bundle Component Relationship,PROD-604480020,,BundleComponent,,true,false,true,false,,,PROD-1559036382,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-617615202;PROD-1167731127;;Bundle to Bundle Component Relationship,PROD-617615202,,BundleComponent,,true,false,true,false,,,PROD-1167731127,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-630065671;PROD-789058761;;Bundle to Bundle Component Relationship,PROD-630065671,,BundleComponent,,true,false,true,false,,,PROD-789058761,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-630070740;PROD-1533783581;;Bundle to Bundle Component Relationship,PROD-630070740,,BundleComponent,,true,false,true,false,,,PROD-1533783581,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-65259457;PROD-1593141905;;Bundle to Bundle Component Relationship,PROD-65259457,,BundleComponent,,true,false,true,false,,,PROD-1593141905,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-657569692;PROD-279707357;;Bundle to Bundle Component Relationship,PROD-657569692,,BundleComponent,,true,false,true,false,,,PROD-279707357,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-6630506;PROD-1472536093;;Bundle to Bundle Component Relationship,PROD-6630506,,BundleComponent,,true,false,true,false,,,PROD-1472536093,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-670848332;PROD-1941355444;;Bundle to Bundle Component Relationship,PROD-670848332,,BundleComponent,,true,false,true,false,,,PROD-1941355444,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-683520187;PROD-356310368;;Bundle to Bundle Component Relationship,PROD-683520187,,BundleComponent,,true,false,true,false,,,PROD-356310368,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-689623762;PROD-159863330;;Bundle to Bundle Component Relationship,PROD-689623762,,BundleComponent,,true,false,true,false,,,PROD-159863330,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-697645794;PROD-544673184;;Bundle to Bundle Component Relationship,PROD-697645794,,BundleComponent,,true,false,true,false,,,PROD-544673184,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-711527748;PROD-1809409779;;Bundle to Bundle Component Relationship,PROD-711527748,,BundleComponent,,true,false,true,false,,,PROD-1809409779,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-720237395;PROD-1066573967;;Bundle to Bundle Component Relationship,PROD-720237395,,BundleComponent,,true,false,true,false,,,PROD-1066573967,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-755090702;PROD-1609709205;;Bundle to Bundle Component Relationship,PROD-755090702,,BundleComponent,,true,false,true,false,,,PROD-1609709205,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-764576755;PROD-597705628;;Bundle to Bundle Component Relationship,PROD-764576755,,BundleComponent,,true,false,true,false,,,PROD-597705628,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-775691186;PROD-604480020;;Bundle to Bundle Component Relationship,PROD-775691186,,BundleComponent,,true,false,true,false,,,PROD-604480020,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-77740090;PROD-1776230868;;Bundle to Bundle Component Relationship,PROD-77740090,,BundleComponent,,true,false,true,false,,,PROD-1776230868,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-781554326;PROD-1008704562;;Bundle to Bundle Component Relationship,PROD-781554326,,BundleComponent,,true,false,true,false,,,PROD-1008704562,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-784779396;PROD-1153963439;;Bundle to Bundle Component Relationship,PROD-784779396,,BundleComponent,,true,false,true,false,,,PROD-1153963439,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-789058761;PROD-455868158;;Bundle to Bundle Component Relationship,PROD-789058761,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-795190764;PROD-1324161108;;Bundle to Bundle Component Relationship,PROD-795190764,,BundleComponent,,true,false,true,false,,,PROD-1324161108,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-799314932;PROD-630065671;;Bundle to Bundle Component Relationship,PROD-799314932,,BundleComponent,,true,false,true,false,,,PROD-630065671,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-828674135;PROD-1298719794;;Bundle to Bundle Component Relationship,PROD-828674135,,BundleComponent,,true,false,true,false,,,PROD-1298719794,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-84107093;PROD-409095263;;Bundle to Bundle Component Relationship,PROD-84107093,,BundleComponent,,true,false,true,false,,,PROD-409095263,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-844684431;PROD-498531761;;Bundle to Bundle Component Relationship,PROD-844684431,,BundleComponent,,true,false,true,false,,,PROD-498531761,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-860612882;PROD-1160394163;;Bundle to Bundle Component Relationship,PROD-860612882,,BundleComponent,,true,false,true,false,,,PROD-1160394163,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-86201530;PROD-781554326;;Bundle to Bundle Component Relationship,PROD-86201530,,BundleComponent,,true,false,true,false,,,PROD-781554326,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-890173745;PROD-1593141905;;Bundle to Bundle Component Relationship,PROD-890173745,,BundleComponent,,true,false,true,false,,,PROD-1593141905,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-915112779;PROD-6630506;;Bundle to Bundle Component Relationship,PROD-915112779,,BundleComponent,,true,false,true,false,,,PROD-6630506,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-942049373;PROD-1766568232;;Bundle to Bundle Component Relationship,PROD-942049373,,BundleComponent,,true,false,true,false,,,PROD-1766568232,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-950775878;PROD-1563341377;;Bundle to Bundle Component Relationship,PROD-950775878,,BundleComponent,,true,false,true,false,,,PROD-1563341377,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-9614201;PROD-1427074895;;Bundle to Bundle Component Relationship,PROD-9614201,,BundleComponent,,true,false,true,false,,,PROD-1427074895,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-961586782;PROD-1289692484;;Bundle to Bundle Component Relationship,PROD-961586782,,BundleComponent,,true,false,true,false,,,PROD-1289692484,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-970871438;PROD-409095263;;Bundle to Bundle Component Relationship,PROD-970871438,,BundleComponent,,true,false,true,false,,,PROD-409095263,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-988309468;PROD-1977133047;;Bundle to Bundle Component Relationship,PROD-988309468,,BundleComponent,,true,false,true,false,,,PROD-1977133047,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-990828007;PROD-2116311267;;Bundle to Bundle Component Relationship,PROD-990828007,,BundleComponent,,true,false,true,false,,,PROD-2116311267,Bundle,,,Bundle to Bundle Component Relationship,1,Proportional,Always,,
