$$Name$Pricebook2.Name$Product2.StockKeepingUnit$ProductSellingModel.Name$CurrencyIsoCode,CurrencyIsoCode,IsActive,IsDerived,Name,Pricebook2.$$Name$IsStandard,Product2.StockKeepingUnit,ProductSellingModel.$$Name$SellingModelType,UnitPrice
Additional Data Throughput GEN0871;Standard Price Book;QB-DAT-THPT-GEN0871;Term Annual;USD,USD,true,false,Additional Data Throughput GEN0871,Standard Price Book;true,QB-DAT-THPT-GEN0871,Term Annual;TermDefined,0
Additional Data Throughput GEN0871;Standard Price Book;QB-DAT-THPT-GEN0871;Term Monthly;USD,USD,true,false,Additional Data Throughput GEN0871,Standard Price Book;true,QB-DAT-THPT-GEN0871,Term Monthly;TermDefined,0
QuantumBit Database GEN0874;Standard Price Book;QB-DB-GEN0874;Term Annual;USD,USD,true,false,QuantumBit Database GEN0874,Standard Price Book;true,QB-DB-GEN0874,Term Annual;TermDefined,12000
QuantumBit Database (Token Based) GEN0879;Standard Price Book;QB-DB-TOKEN-GEN0879;Term Annual;USD,USD,true,false,QuantumBit Database (Token Based) GEN0879,Standard Price Book;true,QB-DB-TOKEN-GEN0879,Term Annual;TermDefined,12000
Additional Flows - QB Starter GEN0892;Standard Price Book;QB-FLO-STRT-GEN0892;Evergreen Monthly;USD,USD,true,false,Additional Flows - QB Starter GEN0892,Standard Price Book;true,QB-FLO-STRT-GEN0892,Evergreen Monthly;Evergreen,2000
Additional Flows - QB Starter GEN0892;Standard Price Book;QB-FLO-STRT-GEN0892;Term Annual;USD,USD,true,false,Additional Flows - QB Starter GEN0892,Standard Price Book;true,QB-FLO-STRT-GEN0892,Term Annual;TermDefined,24000
Additional Flows - QB Starter GEN0892;Standard Price Book;QB-FLO-STRT-GEN0892;Term Monthly;USD,USD,true,false,Additional Flows - QB Starter GEN0892,Standard Price Book;true,QB-FLO-STRT-GEN0892,Term Monthly;TermDefined,1500
1TB 10k RPM (2.5in) GEN0894;Standard Price Book;QB-HD 1.2TB-GEN0894;One-Time;USD,USD,true,false,1TB 10k RPM (2.5in) GEN0894,Standard Price Book;true,QB-HD 1.2TB-GEN0894,One-Time;OneTime,250
1TB 7.2k RPM NLSAS (3.5in) GEN0895;Standard Price Book;QB-HD 1TB-GEN0895;One-Time;USD,USD,true,false,1TB 7.2k RPM NLSAS (3.5in) GEN0895,Standard Price Book;true,QB-HD 1TB-GEN0895,One-Time;OneTime,499
20TB 7.2k RPM NLSAS (3.5in) GEN0896;Standard Price Book;QB-HD 20TB-GEN0896;One-Time;USD,USD,true,false,20TB 7.2k RPM NLSAS (3.5in) GEN0896,Standard Price Book;true,QB-HD 20TB-GEN0896,One-Time;OneTime,1848
3TB 10k RPM (2.5in) GEN0897;Standard Price Book;QB-HD 3TB-GEN0897;One-Time;USD,USD,true,false,3TB 10k RPM (2.5in) GEN0897,Standard Price Book;true,QB-HD 3TB-GEN0897,One-Time;OneTime,450
4TB 7.2k RPM NLSAS (3.5in) GEN0898;Standard Price Book;QB-HD 4TB-GEN0898;One-Time;USD,USD,true,false,4TB 7.2k RPM NLSAS (3.5in) GEN0898,Standard Price Book;true,QB-HD 4TB-GEN0898,One-Time;OneTime,799
8TB 7.2k RPM NLSAS (3.5in) GEN0899;Standard Price Book;QB-HD 8TB-GEN0899;One-Time;USD,USD,true,false,8TB 7.2k RPM NLSAS (3.5in) GEN0899,Standard Price Book;true,QB-HD 8TB-GEN0899,One-Time;OneTime,999
8TB 7.2k RPM Self-Encrypting NLSAS (3.5in) GEN0900;Standard Price Book;QB-HD 8TBSE-GEN0900;One-Time;USD,USD,true,false,8TB 7.2k RPM Self-Encrypting NLSAS (3.5in) GEN0900,Standard Price Book;true,QB-HD 8TBSE-GEN0900,One-Time;OneTime,1199
Intel Xeon E5-2609 v4 1.7GHz GEN0902;Standard Price Book;QB-INTEL E5-2609-GEN0902;One-Time;USD,USD,true,false,Intel Xeon E5-2609 v4 1.7GHz GEN0902,Standard Price Book;true,QB-INTEL E5-2609-GEN0902,One-Time;OneTime,1499
Intel Xeon E5-2660 v4 2.0GHz GEN0903;Standard Price Book;QB-INTEL E5-2660-GEN0903;One-Time;USD,USD,true,false,Intel Xeon E5-2660 v4 2.0GHz GEN0903,Standard Price Book;true,QB-INTEL E5-2660-GEN0903,One-Time;OneTime,1699
Intel Xeon E5-2667 v4 3.2GHz GEN0904;Standard Price Book;QB-INTEL E5-2667-GEN0904;One-Time;USD,USD,true,false,Intel Xeon E5-2667 v4 3.2GHz GEN0904,Standard Price Book;true,QB-INTEL E5-2667-GEN0904,One-Time;OneTime,2499
Intel Xeon E5-2683 v4 2.1GHz GEN0905;Standard Price Book;QB-INTEL E5-2683-GEN0905;One-Time;USD,USD,true,false,Intel Xeon E5-2683 v4 2.1GHz GEN0905,Standard Price Book;true,QB-INTEL E5-2683-GEN0905,One-Time;OneTime,1399
"Intel Xeon Gold 5318N 2.1GHz, 24C/48T GEN0906;Standard Price Book;QB-INTEL-GOLD-5318N-GEN0906;One-Time;USD",USD,true,false,"Intel Xeon Gold 5318N 2.1GHz, 24C/48T GEN0906",Standard Price Book;true,QB-INTEL-GOLD-5318N-GEN0906,One-Time;OneTime,1999
"Intel Xeon Gold 6330N 2.2GHz, 28C/56T GEN0907;Standard Price Book;QB-INTEL-GOLD-6330N-GEN0907;One-Time;USD",USD,true,false,"Intel Xeon Gold 6330N 2.2GHz, 28C/56T GEN0907",Standard Price Book;true,QB-INTEL-GOLD-6330N-GEN0907,One-Time;OneTime,2149
"Intel Xeon Gold 6354 3GHz, 18C/36T GEN0908;Standard Price Book;QB-INTEL-GOLD-6354-GEN0908;One-Time;USD",USD,true,false,"Intel Xeon Gold 6354 3GHz, 18C/36T GEN0908",Standard Price Book;true,QB-INTEL-GOLD-6354-GEN0908,One-Time;OneTime,3300
"Intel Xeon Platinum 8352M 2.3GHz, 32C/64T GEN0909;Standard Price Book;QB-INTEL-PLAT-8352M-GEN0909;One-Time;USD",USD,true,false,"Intel Xeon Platinum 8352M 2.3GHz, 32C/64T GEN0909",Standard Price Book;true,QB-INTEL-PLAT-8352M-GEN0909,One-Time;OneTime,2000
"Intel Xeon Platinum 8352Y 2.2GHz, 32C/64T GEN0910;Standard Price Book;QB-INTEL-PLAT-8352Y-GEN0910;One-Time;USD",USD,true,false,"Intel Xeon Platinum 8352Y 2.2GHz, 32C/64T GEN0910",Standard Price Book;true,QB-INTEL-PLAT-8352Y-GEN0910,One-Time;OneTime,2500
"Intel Xeon Platinum 8360Y 2.4GHz, 36C/72T GEN0911;Standard Price Book;QB-INTEL-PLAT-8360Y-GEN0911;One-Time;USD",USD,true,false,"Intel Xeon Platinum 8360Y 2.4GHz, 36C/72T GEN0911",Standard Price Book;true,QB-INTEL-PLAT-8360Y-GEN0911,One-Time;OneTime,2800
"Intel Xeon Platinum 8368 2.4GHz, 38C/76T GEN0912;Standard Price Book;QB-INTEL-PLAT-8368-GEN0912;One-Time;USD",USD,true,false,"Intel Xeon Platinum 8368 2.4GHz, 38C/76T GEN0912",Standard Price Book;true,QB-INTEL-PLAT-8368-GEN0912,One-Time;OneTime,2950
Cloud License (Monthly) GEN0913;Standard Price Book;QB-LIC-CLOUD-GEN0913;Term Annual;USD,USD,true,false,Cloud License (Monthly) GEN0913,Standard Price Book;true,QB-LIC-CLOUD-GEN0913,Term Annual;TermDefined,550
QB Liquid Cooler GEN0914;Standard Price Book;QB-LIQUIDCOOL-GEN0914;One-Time;USD,USD,true,false,QB Liquid Cooler GEN0914,Standard Price Book;true,QB-LIQUIDCOOL-GEN0914,One-Time;OneTime,250
128GB LRDIMM GEN0915;Standard Price Book;QB-MEM 128GB-GEN0915;One-Time;USD,USD,true,false,128GB LRDIMM GEN0915,Standard Price Book;true,QB-MEM 128GB-GEN0915,One-Time;OneTime,1989
16GB RDIMM GEN0916;Standard Price Book;QB-MEM 16GB-GEN0916;One-Time;USD,USD,true,false,16GB RDIMM GEN0916,Standard Price Book;true,QB-MEM 16GB-GEN0916,One-Time;OneTime,599
32GB RDIMM GEN0917;Standard Price Book;QB-MEM 32GB-GEN0917;One-Time;USD,USD,true,false,32GB RDIMM GEN0917,Standard Price Book;true,QB-MEM 32GB-GEN0917,One-Time;OneTime,889
64GB RDIMM GEN0918;Standard Price Book;QB-MEM 64GB-GEN0918;One-Time;USD,USD,true,false,64GB RDIMM GEN0918,Standard Price Book;true,QB-MEM 64GB-GEN0918,One-Time;OneTime,999
8GB RDIMM GEN0919;Standard Price Book;QB-MEM 8GB-GEN0919;One-Time;USD,USD,true,false,8GB RDIMM GEN0919,Standard Price Book;true,QB-MEM 8GB-GEN0919,One-Time;OneTime,399
Additional Messages - QB Starter GEN0921;Standard Price Book;QB-MSG-STRT-GEN0921;Evergreen Monthly;USD,USD,true,false,Additional Messages - QB Starter GEN0921,Standard Price Book;true,QB-MSG-STRT-GEN0921,Evergreen Monthly;Evergreen,3500
Additional Messages - QB Starter GEN0921;Standard Price Book;QB-MSG-STRT-GEN0921;Term Annual;USD,USD,true,false,Additional Messages - QB Starter GEN0921,Standard Price Book;true,QB-MSG-STRT-GEN0921,Term Annual;TermDefined,30000
Additional Messages - QB Starter GEN0921;Standard Price Book;QB-MSG-STRT-GEN0921;Term Monthly;USD,USD,true,false,Additional Messages - QB Starter GEN0921,Standard Price Book;true,QB-MSG-STRT-GEN0921,Term Monthly;TermDefined,3000
QuantumBit Database (Monetary Commit) GEN0922;Standard Price Book;QB-MTY-CMT-GEN0922;Term Annual;USD,USD,true,false,QuantumBit Database (Monetary Commit) GEN0922,Standard Price Book;true,QB-MTY-CMT-GEN0922,Term Annual;TermDefined,8000
Intel X710 Dual Port 10Gb Direct Attach GEN0923;Standard Price Book;QB-NET X710-GEN0923;One-Time;USD,USD,true,false,Intel X710 Dual Port 10Gb Direct Attach GEN0923,Standard Price Book;true,QB-NET X710-GEN0923,One-Time;OneTime,1599
QB-NetLink 100G Ultra GEN0924;Standard Price Book;QB-NET-100G-ULTRA-GEN0924;One-Time;USD,USD,true,false,QB-NetLink 100G Ultra GEN0924,Standard Price Book;true,QB-NET-100G-ULTRA-GEN0924,One-Time;OneTime,700
QB-NetLink 10G GEN0925;Standard Price Book;QB-NET-10G-GEN0925;One-Time;USD,USD,true,false,QB-NetLink 10G GEN0925,Standard Price Book;true,QB-NET-10G-GEN0925,One-Time;OneTime,220
QB-NetLink 25G GEN0926;Standard Price Book;QB-NET-25G-GEN0926;One-Time;USD,USD,true,false,QB-NetLink 25G GEN0926,Standard Price Book;true,QB-NET-25G-GEN0926,One-Time;OneTime,450
QB-NetSecure 10G GEN0927;Standard Price Book;QB-NETSECURE-10G-GEN0927;One-Time;USD,USD,true,false,QB-NetSecure 10G GEN0927,Standard Price Book;true,QB-NETSECURE-10G-GEN0927,One-Time;OneTime,500
QB-Accel NovaX150 GEN0929;Standard Price Book;QB-NovaX150-GEN0929;One-Time;USD,USD,true,false,QB-Accel NovaX150 GEN0929,Standard Price Book;true,QB-NovaX150-GEN0929,One-Time;OneTime,9800
QB-NVExpand 200 GEN0930;Standard Price Book;QB-NVExpand-200-GEN0930;One-Time;USD,USD,true,false,QB-NVExpand 200 GEN0930,Standard Price Book;true,QB-NVExpand-200-GEN0930,One-Time;OneTime,475
QB-PowerCore 1600S GEN0939;Standard Price Book;QB-PWRCORE-1600S-GEN0939;One-Time;USD,USD,true,false,QB-PowerCore 1600S GEN0939,Standard Price Book;true,QB-PWRCORE-1600S-GEN0939,One-Time;OneTime,599
QB-PowerCore 500S GEN0940;Standard Price Book;QB-PWRCORE-500S-GEN0940;One-Time;USD,USD,true,false,QB-PowerCore 500S GEN0940,Standard Price Book;true,QB-PWRCORE-500S-GEN0940,One-Time;OneTime,299
QB-PowerCore 800S GEN0941;Standard Price Book;QB-PWRCORE-800S-GEN0941;One-Time;USD,USD,true,false,QB-PowerCore 800S GEN0941,Standard Price Book;true,QB-PWRCORE-800S-GEN0941,One-Time;OneTime,489
QB-PowerSafe 1000D GEN0942;Standard Price Book;QB-PWRSAFE-1000D-GEN0942;One-Time;USD,USD,true,false,QB-PowerSafe 1000D GEN0942,Standard Price Book;true,QB-PWRSAFE-1000D-GEN0942,One-Time;OneTime,700
QB-PowerSafe 2000D GEN0943;Standard Price Book;QB-PWRSAFE-2000D-GEN0943;One-Time;USD,USD,true,false,QB-PowerSafe 2000D GEN0943,Standard Price Book;true,QB-PWRSAFE-2000D-GEN0943,One-Time;OneTime,1850
QB-PowerSafe 600D GEN0944;Standard Price Book;QB-PWRSAFE-600D-GEN0944;One-Time;USD,USD,true,false,QB-PowerSafe 600D GEN0944,Standard Price Book;true,QB-PWRSAFE-600D-GEN0944,One-Time;OneTime,450
QuantumBit Q-Rack 750 GEN0945;Standard Price Book;QB-QRack-750-GEN0945;One-Time;USD,USD,true,false,QuantumBit Q-Rack 750 GEN0945,Standard Price Book;true,QB-QRack-750-GEN0945,One-Time;OneTime,3980
QuantumBit Database (Quantity Commit) GEN0946;Standard Price Book;QB-QTY-CMT-GEN0946;Term Annual;USD,USD,true,false,QuantumBit Database (Quantity Commit) GEN0946,Standard Price Book;true,QB-QTY-CMT-GEN0946,Term Annual;TermDefined,500
QB-RAIDForce 500 GEN0947;Standard Price Book;QB-RAID-500-GEN0947;One-Time;USD,USD,true,false,QB-RAIDForce 500 GEN0947,Standard Price Book;true,QB-RAID-500-GEN0947,One-Time;OneTime,620
Data Normalization Expert GEN0950;Standard Price Book;QB-SRV-DNE-GEN0950;One-Time;USD,USD,true,false,Data Normalization Expert GEN0950,Standard Price Book;true,QB-SRV-DNE-GEN0950,One-Time;OneTime,300
Implementation Engineer GEN0951;Standard Price Book;QB-SRV-IMP-GEN0951;One-Time;USD,USD,true,false,Implementation Engineer GEN0951,Standard Price Book;true,QB-SRV-IMP-GEN0951,One-Time;OneTime,300
Integration Specialist Engineer GEN0952;Standard Price Book;QB-SRV-ISE-GEN0952;One-Time;USD,USD,true,false,Integration Specialist Engineer GEN0952,Standard Price Book;true,QB-SRV-ISE-GEN0952,One-Time;OneTime,350
Module Extension Engineer GEN0953;Standard Price Book;QB-SRV-MEE-GEN0953;One-Time;USD,USD,true,false,Module Extension Engineer GEN0953,Standard Price Book;true,QB-SRV-MEE-GEN0953,One-Time;OneTime,300
Professional Services Daily Rate GEN0956;Standard Price Book;QB-SRV-OG-PSH-GEN0956;One-Time;USD,USD,true,false,Professional Services Daily Rate GEN0956,Standard Price Book;true,QB-SRV-OG-PSH-GEN0956,One-Time;OneTime,250
Program Director GEN0958;Standard Price Book;QB-SRV-PD-GEN0958;One-Time;USD,USD,true,false,Program Director GEN0958,Standard Price Book;true,QB-SRV-PD-GEN0958,One-Time;OneTime,350
Project Manager GEN0959;Standard Price Book;QB-SRV-PMN-GEN0959;One-Time;USD,USD,true,false,Project Manager GEN0959,Standard Price Book;true,QB-SRV-PMN-GEN0959,One-Time;OneTime,300
Quality Assurance Engineer GEN0961;Standard Price Book;QB-SRV-QAE-GEN0961;One-Time;USD,USD,true,false,Quality Assurance Engineer GEN0961,Standard Price Book;true,QB-SRV-QAE-GEN0961,One-Time;OneTime,300
Solutions Architect GEN0963;Standard Price Book;QB-SRV-SAT-GEN0963;One-Time;USD,USD,true,false,Solutions Architect GEN0963,Standard Price Book;true,QB-SRV-SAT-GEN0963,One-Time;OneTime,500
Professional Services Scope of Work GEN0964;Standard Price Book;QB-SRV-SOW-GEN0964;One-Time;USD,USD,true,false,Professional Services Scope of Work GEN0964,Standard Price Book;true,QB-SRV-SOW-GEN0964,One-Time;OneTime,25000
Q-Drive NVX 16TB GEN0965;Standard Price Book;QB-SSD 16TB-GEN0965;One-Time;USD,USD,true,false,Q-Drive NVX 16TB GEN0965,Standard Price Book;true,QB-SSD 16TB-GEN0965,One-Time;OneTime,1200
Q-Drive NVX 2TB GEN0966;Standard Price Book;QB-SSD 2TB-GEN0966;One-Time;USD,USD,true,false,Q-Drive NVX 2TB GEN0966,Standard Price Book;true,QB-SSD 2TB-GEN0966,One-Time;OneTime,150
Q-Drive NVX Ultra 30TB GEN0967;Standard Price Book;QB-SSD 30TB-GEN0967;One-Time;USD,USD,true,false,Q-Drive NVX Ultra 30TB GEN0967,Standard Price Book;true,QB-SSD 30TB-GEN0967,One-Time;OneTime,2500
Q-Drive NVX 4TB GEN0968;Standard Price Book;QB-SSD 4TB-GEN0968;One-Time;USD,USD,true,false,Q-Drive NVX 4TB GEN0968,Standard Price Book;true,QB-SSD 4TB-GEN0968,One-Time;OneTime,225
Q-Drive NVX 8TB GEN0969;Standard Price Book;QB-SSD 8TB-GEN0969;One-Time;USD,USD,true,false,Q-Drive NVX 8TB GEN0969,Standard Price Book;true,QB-SSD 8TB-GEN0969,One-Time;OneTime,580
Silver Hardware Maintenance GEN0971;Standard Price Book;QB-SUPP-1000-GEN0971;Term Annual;USD,USD,true,false,Silver Hardware Maintenance GEN0971,Standard Price Book;true,QB-SUPP-1000-GEN0971,Term Annual;TermDefined,25000
Gold Hardware Maintenance GEN0972;Standard Price Book;QB-SUPP-1005-GEN0972;Term Annual;USD,USD,true,false,Gold Hardware Maintenance GEN0972,Standard Price Book;true,QB-SUPP-1005-GEN0972,Term Annual;TermDefined,30000
Software Maintenance GEN0973;Standard Price Book;QB-SUPP-2000-GEN0973;Term Annual;USD,USD,true,true,Software Maintenance GEN0973,Standard Price Book;true,QB-SUPP-2000-GEN0973,Term Annual;TermDefined,0
QuantumBit Tokens Pack GEN0975;Standard Price Book;QB-TOKENS-PACK-GEN0975;One-Time;USD,USD,true,false,QuantumBit Tokens Pack GEN0975,Standard Price Book;true,QB-TOKENS-PACK-GEN0975,One-Time;OneTime,100
QuantumBit Essentials Training GEN0976;Standard Price Book;QB-TRN-ESSNTLS-GEN0976;One-Time;USD,USD,true,false,QuantumBit Essentials Training GEN0976,Standard Price Book;true,QB-TRN-ESSNTLS-GEN0976,One-Time;OneTime,8500
QuantumBit Fundamentals Training GEN0977;Standard Price Book;QB-TRN-FUND-GEN0977;One-Time;USD,USD,true,false,QuantumBit Fundamentals Training GEN0977,Standard Price Book;true,QB-TRN-FUND-GEN0977,One-Time;OneTime,6500
QB-Accel VegaX200 GEN0978;Standard Price Book;QB-VegaX200-GEN0978;One-Time;USD,USD,true,false,QB-Accel VegaX200 GEN0978,Standard Price Book;true,QB-VegaX200-GEN0978,One-Time;OneTime,15000
QuantumBit Subscription GEN0983;Standard Price Book;TEST-SUB-GEN0983;Evergreen Annual;USD,USD,true,false,QuantumBit Subscription GEN0983,Standard Price Book;true,TEST-SUB-GEN0983,Evergreen Annual;Evergreen,420
QuantumBit Subscription GEN0983;Standard Price Book;TEST-SUB-GEN0983;Evergreen Monthly;USD,USD,true,false,QuantumBit Subscription GEN0983,Standard Price Book;true,TEST-SUB-GEN0983,Evergreen Monthly;Evergreen,35
QuantumBit Subscription GEN0983;Standard Price Book;TEST-SUB-GEN0983;Term Annual;USD,USD,true,false,QuantumBit Subscription GEN0983,Standard Price Book;true,TEST-SUB-GEN0983,Term Annual;TermDefined,360
QuantumBit Subscription GEN0983;Standard Price Book;TEST-SUB-GEN0983;Term Monthly;USD,USD,true,false,QuantumBit Subscription GEN0983,Standard Price Book;true,TEST-SUB-GEN0983,Term Monthly;TermDefined,30
Additional API GEN0990;Standard Price Book;QB-API-GEN0990;Evergreen Monthly;USD,USD,true,false,Additional API GEN0990,Standard Price Book;true,QB-API-GEN0990,Evergreen Monthly;Evergreen,2000
Additional API GEN0990;Standard Price Book;QB-API-GEN0990;Term Annual;USD,USD,true,false,Additional API GEN0990,Standard Price Book;true,QB-API-GEN0990,Term Annual;TermDefined,15000
Additional API GEN0990;Standard Price Book;QB-API-GEN0990;Term Monthly;USD,USD,true,false,Additional API GEN0990,Standard Price Book;true,QB-API-GEN0990,Term Monthly;TermDefined,1500
Additional API Flex (100M) GEN0992;Standard Price Book;QB-API-FLEX-GEN0992;Term Annual;USD,USD,true,false,Additional API Flex (100M) GEN0992,Standard Price Book;true,QB-API-FLEX-GEN0992,Term Annual;TermDefined,450
Additional API Gov GEN0993;Standard Price Book;QB-API-GOVT-GEN0993;Term Annual;USD,USD,true,false,Additional API Gov GEN0993,Standard Price Book;true,QB-API-GOVT-GEN0993,Term Annual;TermDefined,1450
QB API Management Solution GEN0994;Standard Price Book;QB-API-MGMT-GEN0994;Evergreen Monthly;USD,USD,true,false,QB API Management Solution GEN0994,Standard Price Book;true,QB-API-MGMT-GEN0994,Evergreen Monthly;Evergreen,1000
QB API Management Solution GEN0994;Standard Price Book;QB-API-MGMT-GEN0994;Term Annual;USD,USD,true,false,QB API Management Solution GEN0994,Standard Price Book;true,QB-API-MGMT-GEN0994,Term Annual;TermDefined,12000
QB API Management Solution GEN0994;Standard Price Book;QB-API-MGMT-GEN0994;Term Monthly;USD,USD,true,false,QB API Management Solution GEN0994,Standard Price Book;true,QB-API-MGMT-GEN0994,Term Monthly;TermDefined,1000
Additional API Pre-Prod GEN0995;Standard Price Book;QB-API-PREP-GEN0995;Term Annual;USD,USD,true,false,Additional API Pre-Prod GEN0995,Standard Price Book;true,QB-API-PREP-GEN0995,Term Annual;TermDefined,3240
Additional API Prod GEN0996;Standard Price Book;QB-API-PROD-GEN0996;Term Annual;USD,USD,true,false,Additional API Prod GEN0996,Standard Price Book;true,QB-API-PROD-GEN0996,Term Annual;TermDefined,3240
API Access Requests (AEH) GEN0997;Standard Price Book;QB-API-REQT-GEN0997;Evergreen Monthly;USD,USD,true,false,API Access Requests (AEH) GEN0997,Standard Price Book;true,QB-API-REQT-GEN0997,Evergreen Monthly;Evergreen,5
API Access Requests (AEH) GEN0997;Standard Price Book;QB-API-REQT-GEN0997;Term Annual;USD,USD,true,false,API Access Requests (AEH) GEN0997,Standard Price Book;true,QB-API-REQT-GEN0997,Term Annual;TermDefined,45
API Access Requests (AEH) GEN0997;Standard Price Book;QB-API-REQT-GEN0997;Term Monthly;USD,USD,true,false,API Access Requests (AEH) GEN0997,Standard Price Book;true,QB-API-REQT-GEN0997,Term Monthly;TermDefined,5
Additional Automation QB Credits GEN0998;Standard Price Book;QB-AUT-CRED-GEN0998;Evergreen Monthly;USD,USD,true,false,Additional Automation QB Credits GEN0998,Standard Price Book;true,QB-AUT-CRED-GEN0998,Evergreen Monthly;Evergreen,2.5
Additional Automation QB Credits GEN0998;Standard Price Book;QB-AUT-CRED-GEN0998;Term Annual;USD,USD,true,false,Additional Automation QB Credits GEN0998,Standard Price Book;true,QB-AUT-CRED-GEN0998,Term Annual;TermDefined,25
Additional Automation QB Credits GEN0998;Standard Price Book;QB-AUT-CRED-GEN0998;Term Monthly;USD,USD,true,false,Additional Automation QB Credits GEN0998,Standard Price Book;true,QB-AUT-CRED-GEN0998,Term Monthly;TermDefined,2
PowerSwerve R750 Rack Server GEN1001;Standard Price Book;QB-BDL-R750-GEN1001;One-Time;USD,USD,true,false,PowerSwerve R750 Rack Server GEN1001,Standard Price Book;true,QB-BDL-R750-GEN1001,One-Time;OneTime,3899
QuantumBit Services Project GEN1003;Standard Price Book;QB-BDL-SRVC-GEN1003;One-Time;USD,USD,true,false,QuantumBit Services Project GEN1003,Standard Price Book;true,QB-BDL-SRVC-GEN1003,One-Time;OneTime,0
QuantumBit Starter GEN1004;Standard Price Book;QB-BDL-STND-GEN1004;One-Time;USD,USD,true,false,QuantumBit Starter GEN1004,Standard Price Book;true,QB-BDL-STND-GEN1004,One-Time;OneTime,0
Intel X710 Dual Port 10Gb SFP GEN1005;Standard Price Book;QB-BET X710SFP-GEN1005;One-Time;USD,USD,true,false,Intel X710 Dual Port 10Gb SFP GEN1005,Standard Price Book;true,QB-BET X710SFP-GEN1005,One-Time;OneTime,1599
QB-CacheBoost 150 GEN1016;Standard Price Book;QB-CBOOST-150-GEN1016;One-Time;USD,USD,true,false,QB-CacheBoost 150 GEN1016,Standard Price Book;true,QB-CBOOST-150-GEN1016,One-Time;OneTime,389
Configured Power Cable GEN1018;Standard Price Book;QB-CMPC-5882-GEN1018;One-Time;USD,USD,true,false,Configured Power Cable GEN1018,Standard Price Book;true,QB-CMPC-5882-GEN1018,One-Time;OneTime,249
C13 to C14 Power Cable 3' GEN1021;Standard Price Book;QB-CMPC-5887-GEN1021;One-Time;USD,USD,true,false,C13 to C14 Power Cable 3' GEN1021,Standard Price Book;true,QB-CMPC-5887-GEN1021,One-Time;OneTime,250
QuantumBit Database (Token Commit - Each) GEN1027;Standard Price Book;QB-CMT-TKN-EACH-GEN1027;Term Annual;USD,USD,true,false,QuantumBit Database (Token Commit - Each) GEN1027,Standard Price Book;true,QB-CMT-TKN-EACH-GEN1027,Term Annual;TermDefined,1000
QuantumBit Database (Token Commit - Flat) GEN1028;Standard Price Book;QB-CMT-TKN-FLAT-GEN1028;Term Annual;USD,USD,true,false,QuantumBit Database (Token Commit - Flat) GEN1028,Standard Price Book;true,QB-CMT-TKN-FLAT-GEN1028,Term Annual;TermDefined,1000
QuantumBit Database (Token Commit - Tier) GEN1029;Standard Price Book;QB-CMT-TKN-TIER-GEN1029;Term Annual;USD,USD,true,false,QuantumBit Database (Token Commit - Tier) GEN1029,Standard Price Book;true,QB-CMT-TKN-TIER-GEN1029,Term Annual;TermDefined,1000
QuantumBit Complete Solution GEN1030;Standard Price Book;QB-COMPLETE-GEN1030;Evergreen Monthly;USD,USD,true,false,QuantumBit Complete Solution GEN1030,Standard Price Book;true,QB-COMPLETE-GEN1030,Evergreen Monthly;Evergreen,0
QuantumBit Complete Solution GEN1030;Standard Price Book;QB-COMPLETE-GEN1030;One-Time;USD,USD,true,false,QuantumBit Complete Solution GEN1030,Standard Price Book;true,QB-COMPLETE-GEN1030,One-Time;OneTime,0
QuantumBit Complete Solution GEN1030;Standard Price Book;QB-COMPLETE-GEN1030;Term Annual;USD,USD,true,false,QuantumBit Complete Solution GEN1030,Standard Price Book;true,QB-COMPLETE-GEN1030,Term Annual;TermDefined,0
QuantumBit Complete Solution GEN1030;Standard Price Book;QB-COMPLETE-GEN1030;Term Monthly;USD,USD,true,false,QuantumBit Complete Solution GEN1030,Standard Price Book;true,QB-COMPLETE-GEN1030,Term Monthly;TermDefined,0
QB CPU Heat Sink GEN1032;Standard Price Book;QB-CPU-HEATSINK-GEN1032;One-Time;USD,USD,true,false,QB CPU Heat Sink GEN1032,Standard Price Book;true,QB-CPU-HEATSINK-GEN1032,One-Time;OneTime,35
QuantumBit Collaboration Suite GEN1033;Standard Price Book;QB-CS-GEN1033;Term Annual;USD,USD,true,false,QuantumBit Collaboration Suite GEN1033,Standard Price Book;true,QB-CS-GEN1033,Term Annual;TermDefined,0
QuantumBit Collaboration Suite GEN1033;Standard Price Book;QB-CS-GEN1033;Term Monthly;USD,USD,true,false,QuantumBit Collaboration Suite GEN1033,Standard Price Book;true,QB-CS-GEN1033,Term Monthly;TermDefined,0
Additional QB DataGraph (500M) GEN1034;Standard Price Book;QB-DAT-GRPH-GEN1034;Term Annual;USD,USD,true,false,Additional QB DataGraph (500M) GEN1034,Standard Price Book;true,QB-DAT-GRPH-GEN1034,Term Annual;TermDefined,25000
Additional Data Throughput GEN1035;Standard Price Book;QB-DAT-THPT-GEN1035;Evergreen Monthly;USD,USD,true,false,Additional Data Throughput GEN1035,Standard Price Book;true,QB-DAT-THPT-GEN1035,Evergreen Monthly;Evergreen,0
Additional Data Throughput GEN1035;Standard Price Book;QB-DAT-THPT-GEN1035;Term Annual;USD,USD,true,false,Additional Data Throughput GEN1035,Standard Price Book;true,QB-DAT-THPT-GEN1035,Term Annual;TermDefined,0
Additional Data Throughput GEN1035;Standard Price Book;QB-DAT-THPT-GEN1035;Term Monthly;USD,USD,true,false,Additional Data Throughput GEN1035,Standard Price Book;true,QB-DAT-THPT-GEN1035,Term Monthly;TermDefined,0
