$$AttributeBasedAdjRule.Name$PriceAdjustmentSchedule.Name$Product.StockKeepingUnit$ProductSellingModel.Name$CurrencyIsoCode,AdjustmentType,AdjustmentValue,AttributeAdjConditionsHash,AttributeBasedAdjRule.Name,AttributeCount,CurrencyIsoCode,EffectiveFrom,EffectiveTo,PriceAdjustmentSchedule.$$Name$CurrencyIsoCode$Pricebook2.Name,PricingTerm,PricingTermUnit,Product.StockKeepingUnit,ProductSellingModel.$$Name$SellingModelType,ScheduleType,SellingModelType
Rule_1724814147720-QB-API-GEN2794;Standard Attribute Based Adjustment;QB-API-GEN2794;Term Annual;USD,Override,12000,52fc5df95d1bc853c4ca12f9a038570e,Rule_1724814147720-QB-API-GEN2794,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN2794,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814176583-QB-API-GEN2794;Standard Attribute Based Adjustment;QB-API-GEN2794;Term Annual;USD,Override,15000,b3bc6a57eeb51736cedccead491c867a,Rule_1724814176583-QB-API-GEN2794,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN2794,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814263993-QB-API-GEN2794;Standard Attribute Based Adjustment;QB-API-GEN2794;Term Annual;USD,Override,8500,2e51e6c156755240c96645871bb942f3,Rule_1724814263993-QB-API-GEN2794,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN2794,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814105445-QB-API-GEN2958;Standard Attribute Based Adjustment;QB-API-GEN2958;Term Annual;USD,Override,10000,19bd3f21d5c78cf8d3de2cac7a5676f6,Rule_1724814105445-QB-API-GEN2958,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN2958,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814147720-QB-API-GEN2958;Standard Attribute Based Adjustment;QB-API-GEN2958;Term Annual;USD,Override,12000,52fc5df95d1bc853c4ca12f9a038570e,Rule_1724814147720-QB-API-GEN2958,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN2958,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814176583-QB-API-GEN2958;Standard Attribute Based Adjustment;QB-API-GEN2958;Term Annual;USD,Override,15000,b3bc6a57eeb51736cedccead491c867a,Rule_1724814176583-QB-API-GEN2958,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN2958,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814263993-QB-API-GEN2958;Standard Attribute Based Adjustment;QB-API-GEN2958;Term Annual;USD,Override,8500,2e51e6c156755240c96645871bb942f3,Rule_1724814263993-QB-API-GEN2958,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN2958,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814105445-QB-API-GEN3122;Standard Attribute Based Adjustment;QB-API-GEN3122;Term Annual;USD,Override,10000,19bd3f21d5c78cf8d3de2cac7a5676f6,Rule_1724814105445-QB-API-GEN3122,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3122,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814147720-QB-API-GEN3122;Standard Attribute Based Adjustment;QB-API-GEN3122;Term Annual;USD,Override,12000,52fc5df95d1bc853c4ca12f9a038570e,Rule_1724814147720-QB-API-GEN3122,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3122,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814176583-QB-API-GEN3122;Standard Attribute Based Adjustment;QB-API-GEN3122;Term Annual;USD,Override,15000,b3bc6a57eeb51736cedccead491c867a,Rule_1724814176583-QB-API-GEN3122,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3122,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814263993-QB-API-GEN3122;Standard Attribute Based Adjustment;QB-API-GEN3122;Term Annual;USD,Override,8500,2e51e6c156755240c96645871bb942f3,Rule_1724814263993-QB-API-GEN3122,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3122,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814105445-QB-API-GEN3286;Standard Attribute Based Adjustment;QB-API-GEN3286;Term Annual;USD,Override,10000,19bd3f21d5c78cf8d3de2cac7a5676f6,Rule_1724814105445-QB-API-GEN3286,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3286,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814147720-QB-API-GEN3286;Standard Attribute Based Adjustment;QB-API-GEN3286;Term Annual;USD,Override,12000,52fc5df95d1bc853c4ca12f9a038570e,Rule_1724814147720-QB-API-GEN3286,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3286,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814176583-QB-API-GEN3286;Standard Attribute Based Adjustment;QB-API-GEN3286;Term Annual;USD,Override,15000,b3bc6a57eeb51736cedccead491c867a,Rule_1724814176583-QB-API-GEN3286,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3286,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814263993-QB-API-GEN3286;Standard Attribute Based Adjustment;QB-API-GEN3286;Term Annual;USD,Override,8500,2e51e6c156755240c96645871bb942f3,Rule_1724814263993-QB-API-GEN3286,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3286,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814105445-QB-API-GEN3450;Standard Attribute Based Adjustment;QB-API-GEN3450;Term Annual;USD,Override,10000,19bd3f21d5c78cf8d3de2cac7a5676f6,Rule_1724814105445-QB-API-GEN3450,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3450,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814147720-QB-API-GEN3450;Standard Attribute Based Adjustment;QB-API-GEN3450;Term Annual;USD,Override,12000,52fc5df95d1bc853c4ca12f9a038570e,Rule_1724814147720-QB-API-GEN3450,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3450,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814176583-QB-API-GEN3450;Standard Attribute Based Adjustment;QB-API-GEN3450;Term Annual;USD,Override,15000,b3bc6a57eeb51736cedccead491c867a,Rule_1724814176583-QB-API-GEN3450,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3450,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814263993-QB-API-GEN3450;Standard Attribute Based Adjustment;QB-API-GEN3450;Term Annual;USD,Override,8500,2e51e6c156755240c96645871bb942f3,Rule_1724814263993-QB-API-GEN3450,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3450,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814105445-QB-API-GEN3614;Standard Attribute Based Adjustment;QB-API-GEN3614;Term Annual;USD,Override,10000,19bd3f21d5c78cf8d3de2cac7a5676f6,Rule_1724814105445-QB-API-GEN3614,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3614,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814147720-QB-API-GEN3614;Standard Attribute Based Adjustment;QB-API-GEN3614;Term Annual;USD,Override,12000,52fc5df95d1bc853c4ca12f9a038570e,Rule_1724814147720-QB-API-GEN3614,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3614,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814176583-QB-API-GEN3614;Standard Attribute Based Adjustment;QB-API-GEN3614;Term Annual;USD,Override,15000,b3bc6a57eeb51736cedccead491c867a,Rule_1724814176583-QB-API-GEN3614,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3614,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814263993-QB-API-GEN3614;Standard Attribute Based Adjustment;QB-API-GEN3614;Term Annual;USD,Override,8500,2e51e6c156755240c96645871bb942f3,Rule_1724814263993-QB-API-GEN3614,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3614,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814105445-QB-API-GEN3778;Standard Attribute Based Adjustment;QB-API-GEN3778;Term Annual;USD,Override,10000,19bd3f21d5c78cf8d3de2cac7a5676f6,Rule_1724814105445-QB-API-GEN3778,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3778,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814147720-QB-API-GEN3778;Standard Attribute Based Adjustment;QB-API-GEN3778;Term Annual;USD,Override,12000,52fc5df95d1bc853c4ca12f9a038570e,Rule_1724814147720-QB-API-GEN3778,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3778,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814176583-QB-API-GEN3778;Standard Attribute Based Adjustment;QB-API-GEN3778;Term Annual;USD,Override,15000,b3bc6a57eeb51736cedccead491c867a,Rule_1724814176583-QB-API-GEN3778,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3778,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814263993-QB-API-GEN3778;Standard Attribute Based Adjustment;QB-API-GEN3778;Term Annual;USD,Override,8500,2e51e6c156755240c96645871bb942f3,Rule_1724814263993-QB-API-GEN3778,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3778,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814105445-QB-API-GEN3942;Standard Attribute Based Adjustment;QB-API-GEN3942;Term Annual;USD,Override,10000,19bd3f21d5c78cf8d3de2cac7a5676f6,Rule_1724814105445-QB-API-GEN3942,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3942,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814147720-QB-API-GEN3942;Standard Attribute Based Adjustment;QB-API-GEN3942;Term Annual;USD,Override,12000,52fc5df95d1bc853c4ca12f9a038570e,Rule_1724814147720-QB-API-GEN3942,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3942,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814176583-QB-API-GEN3942;Standard Attribute Based Adjustment;QB-API-GEN3942;Term Annual;USD,Override,15000,b3bc6a57eeb51736cedccead491c867a,Rule_1724814176583-QB-API-GEN3942,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3942,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814263993-QB-API-GEN3942;Standard Attribute Based Adjustment;QB-API-GEN3942;Term Annual;USD,Override,8500,2e51e6c156755240c96645871bb942f3,Rule_1724814263993-QB-API-GEN3942,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN3942,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814105445-QB-API-GEN4106;Standard Attribute Based Adjustment;QB-API-GEN4106;Term Annual;USD,Override,10000,19bd3f21d5c78cf8d3de2cac7a5676f6,Rule_1724814105445-QB-API-GEN4106,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4106,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814147720-QB-API-GEN4106;Standard Attribute Based Adjustment;QB-API-GEN4106;Term Annual;USD,Override,12000,52fc5df95d1bc853c4ca12f9a038570e,Rule_1724814147720-QB-API-GEN4106,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4106,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814176583-QB-API-GEN4106;Standard Attribute Based Adjustment;QB-API-GEN4106;Term Annual;USD,Override,15000,b3bc6a57eeb51736cedccead491c867a,Rule_1724814176583-QB-API-GEN4106,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4106,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814263993-QB-API-GEN4106;Standard Attribute Based Adjustment;QB-API-GEN4106;Term Annual;USD,Override,8500,2e51e6c156755240c96645871bb942f3,Rule_1724814263993-QB-API-GEN4106,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4106,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814105445-QB-API-GEN4270;Standard Attribute Based Adjustment;QB-API-GEN4270;Term Annual;USD,Override,10000,19bd3f21d5c78cf8d3de2cac7a5676f6,Rule_1724814105445-QB-API-GEN4270,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4270,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814147720-QB-API-GEN4270;Standard Attribute Based Adjustment;QB-API-GEN4270;Term Annual;USD,Override,12000,52fc5df95d1bc853c4ca12f9a038570e,Rule_1724814147720-QB-API-GEN4270,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4270,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814176583-QB-API-GEN4270;Standard Attribute Based Adjustment;QB-API-GEN4270;Term Annual;USD,Override,15000,b3bc6a57eeb51736cedccead491c867a,Rule_1724814176583-QB-API-GEN4270,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4270,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814263993-QB-API-GEN4270;Standard Attribute Based Adjustment;QB-API-GEN4270;Term Annual;USD,Override,8500,2e51e6c156755240c96645871bb942f3,Rule_1724814263993-QB-API-GEN4270,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4270,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814105445-QB-API-GEN4434;Standard Attribute Based Adjustment;QB-API-GEN4434;Term Annual;USD,Override,10000,19bd3f21d5c78cf8d3de2cac7a5676f6,Rule_1724814105445-QB-API-GEN4434,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4434,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814147720-QB-API-GEN4434;Standard Attribute Based Adjustment;QB-API-GEN4434;Term Annual;USD,Override,12000,52fc5df95d1bc853c4ca12f9a038570e,Rule_1724814147720-QB-API-GEN4434,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4434,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814176583-QB-API-GEN4434;Standard Attribute Based Adjustment;QB-API-GEN4434;Term Annual;USD,Override,15000,b3bc6a57eeb51736cedccead491c867a,Rule_1724814176583-QB-API-GEN4434,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4434,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814263993-QB-API-GEN4434;Standard Attribute Based Adjustment;QB-API-GEN4434;Term Annual;USD,Override,8500,2e51e6c156755240c96645871bb942f3,Rule_1724814263993-QB-API-GEN4434,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4434,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814105445-QB-API-GEN4598;Standard Attribute Based Adjustment;QB-API-GEN4598;Term Annual;USD,Override,10000,19bd3f21d5c78cf8d3de2cac7a5676f6,Rule_1724814105445-QB-API-GEN4598,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4598,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814147720-QB-API-GEN4598;Standard Attribute Based Adjustment;QB-API-GEN4598;Term Annual;USD,Override,12000,52fc5df95d1bc853c4ca12f9a038570e,Rule_1724814147720-QB-API-GEN4598,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4598,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814176583-QB-API-GEN4598;Standard Attribute Based Adjustment;QB-API-GEN4598;Term Annual;USD,Override,15000,b3bc6a57eeb51736cedccead491c867a,Rule_1724814176583-QB-API-GEN4598,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4598,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814263993-QB-API-GEN4598;Standard Attribute Based Adjustment;QB-API-GEN4598;Term Annual;USD,Override,8500,2e51e6c156755240c96645871bb942f3,Rule_1724814263993-QB-API-GEN4598,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4598,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814105445-QB-API-GEN4762;Standard Attribute Based Adjustment;QB-API-GEN4762;Term Annual;USD,Override,10000,19bd3f21d5c78cf8d3de2cac7a5676f6,Rule_1724814105445-QB-API-GEN4762,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4762,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814147720-QB-API-GEN4762;Standard Attribute Based Adjustment;QB-API-GEN4762;Term Annual;USD,Override,12000,52fc5df95d1bc853c4ca12f9a038570e,Rule_1724814147720-QB-API-GEN4762,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4762,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814176583-QB-API-GEN4762;Standard Attribute Based Adjustment;QB-API-GEN4762;Term Annual;USD,Override,15000,b3bc6a57eeb51736cedccead491c867a,Rule_1724814176583-QB-API-GEN4762,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4762,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814263993-QB-API-GEN4762;Standard Attribute Based Adjustment;QB-API-GEN4762;Term Annual;USD,Override,8500,2e51e6c156755240c96645871bb942f3,Rule_1724814263993-QB-API-GEN4762,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4762,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814105445-QB-API-GEN4926;Standard Attribute Based Adjustment;QB-API-GEN4926;Term Annual;USD,Override,10000,19bd3f21d5c78cf8d3de2cac7a5676f6,Rule_1724814105445-QB-API-GEN4926,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4926,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814147720-QB-API-GEN4926;Standard Attribute Based Adjustment;QB-API-GEN4926;Term Annual;USD,Override,12000,52fc5df95d1bc853c4ca12f9a038570e,Rule_1724814147720-QB-API-GEN4926,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4926,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814176583-QB-API-GEN4926;Standard Attribute Based Adjustment;QB-API-GEN4926;Term Annual;USD,Override,15000,b3bc6a57eeb51736cedccead491c867a,Rule_1724814176583-QB-API-GEN4926,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4926,Term Annual;TermDefined,Attribute,TermDefined
Rule_1724814263993-QB-API-GEN4926;Standard Attribute Based Adjustment;QB-API-GEN4926;Term Annual;USD,Override,8500,2e51e6c156755240c96645871bb942f3,Rule_1724814263993-QB-API-GEN4926,1,USD,2023-01-01T08:00:00.000+0000,,Standard Attribute Based Adjustment;USD;Standard Price Book,1,Annual,QB-API-GEN4926,Term Annual;TermDefined,Attribute,TermDefined
