$$Name$Pricebook2.Name$Product2.StockKeepingUnit$ProductSellingModel.Name$CurrencyIsoCode,CurrencyIsoCode,IsActive,IsDerived,Name,Pricebook2.$$Name$IsStandard,Product2.StockKeepingUnit,ProductSellingModel.$$Name$SellingModelType,UnitPrice
Additional API;Standard Price Book;QB-API;Term Annual;GBP,GBP,true,false,Additional API,Standard Price Book;true,QB-API,Term Annual;TermDefined,11790
Additional API;Standard Price Book;QB-API;Term Monthly;GBP,GBP,true,false,Additional API,Standard Price Book;true,QB-API,Term Monthly;TermDefined,1180
Additional API Flex (100M);Standard Price Book;QB-API-FLEX;Term Annual;GBP,GBP,true,false,Additional API Flex (100M),Standard Price Book;true,QB-API-FLEX,Term Annual;TermDefined,350
Additional API Gov;Standard Price Book;QB-API-GOVT;Term Annual;GBP,GBP,true,false,Additional API Gov,Standard Price Book;true,QB-API-GOVT,Term Annual;TermDefined,1140
Additional API Pre-Prod;Standard Price Book;QB-API-PREP;Term Annual;GBP,GBP,true,false,Additional API Pre-Prod,Standard Price Book;true,QB-API-PREP,Term Annual;TermDefined,2550
Additional API Prod;Standard Price Book;QB-API-PROD;Term Annual;GBP,GBP,true,false,Additional API Prod,Standard Price Book;true,QB-API-PROD,Term Annual;TermDefined,2550
Additional Automation QB Credits;Standard Price Book;QB-AUT-CRED;Evergreen Monthly;GBP,GBP,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Evergreen Monthly;Evergreen,2
Additional Automation QB Credits;Standard Price Book;QB-AUT-CRED;Term Annual;GBP,GBP,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Annual;TermDefined,20
Additional Automation QB Credits;Standard Price Book;QB-AUT-CRED;Term Monthly;GBP,GBP,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Monthly;TermDefined,2
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Evergreen Monthly;GBP,GBP,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Evergreen Monthly;Evergreen,2510
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Term Annual;GBP,GBP,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Term Annual;TermDefined,29860
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Term Monthly;GBP,GBP,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Term Monthly;TermDefined,2360
Additional Flows - QB Starter;Standard Price Book;QB-FLO-STRT;Evergreen Monthly;GBP,GBP,true,false,Additional Flows - QB Starter,Standard Price Book;true,QB-FLO-STRT,Evergreen Monthly;Evergreen,1570
Additional Flows - QB Starter;Standard Price Book;QB-FLO-STRT;Term Annual;GBP,GBP,true,false,Additional Flows - QB Starter,Standard Price Book;true,QB-FLO-STRT,Term Annual;TermDefined,18860
Additional Flows - QB Starter;Standard Price Book;QB-FLO-STRT;Term Monthly;GBP,GBP,true,false,Additional Flows - QB Starter,Standard Price Book;true,QB-FLO-STRT,Term Monthly;TermDefined,1180
Additional Messages - QB Starter;Standard Price Book;QB-MSG-STRT;Evergreen Monthly;GBP,GBP,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Evergreen Monthly;Evergreen,2750
Additional Messages - QB Starter;Standard Price Book;QB-MSG-STRT;Term Annual;GBP,GBP,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Term Annual;TermDefined,23580
Additional Messages - QB Starter;Standard Price Book;QB-MSG-STRT;Term Monthly;GBP,GBP,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Term Monthly;TermDefined,2360
Additional QB DataGraph (500M);Standard Price Book;QB-DAT-GRPH;Term Annual;GBP,GBP,true,false,Additional QB DataGraph (500M),Standard Price Book;true,QB-DAT-GRPH,Term Annual;TermDefined,19650
API Access Requests (AEH);Standard Price Book;QB-API-REQT;Evergreen Monthly;GBP,GBP,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Evergreen Monthly;Evergreen,4
API Access Requests (AEH);Standard Price Book;QB-API-REQT;Term Annual;GBP,GBP,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Annual;TermDefined,35
API Access Requests (AEH);Standard Price Book;QB-API-REQT;Term Monthly;GBP,GBP,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Monthly;TermDefined,4
C13 to C14 Power Cable 3';Standard Price Book;QB-CMPC-5887;One-Time;GBP,GBP,true,false,C13 to C14 Power Cable 3',Standard Price Book;true,QB-CMPC-5887,One-Time;OneTime,200
Configured Power Cable;Standard Price Book;QB-CMPC-5882;One-Time;GBP,GBP,true,false,Configured Power Cable,Standard Price Book;true,QB-CMPC-5882,One-Time;OneTime,200
Data Normalization Expert;Standard Price Book;QB-SRV-DNE;One-Time;GBP,GBP,true,false,Data Normalization Expert,Standard Price Book;true,QB-SRV-DNE,One-Time;OneTime,240
Gold Hardware Maintenance;Standard Price Book;QB-SUPP-1005;Term Annual;GBP,GBP,true,false,Gold Hardware Maintenance,Standard Price Book;true,QB-SUPP-1005,Term Annual;TermDefined,23580
Implementation Engineer;Standard Price Book;QB-SRV-IMP;One-Time;GBP,GBP,true,false,Implementation Engineer,Standard Price Book;true,QB-SRV-IMP,One-Time;OneTime,240
Integration Specialist Engineer;Standard Price Book;QB-SRV-ISE;One-Time;GBP,GBP,true,false,Integration Specialist Engineer,Standard Price Book;true,QB-SRV-ISE,One-Time;OneTime,280
Intel X710 Dual Port 10Gb Direct Attach;Standard Price Book;QB-NET X710;One-Time;GBP,GBP,true,false,Intel X710 Dual Port 10Gb Direct Attach,Standard Price Book;true,QB-NET X710,One-Time;OneTime,1260
Intel X710 Dual Port 10Gb SFP;Standard Price Book;QB-BET X710SFP;One-Time;GBP,GBP,true,false,Intel X710 Dual Port 10Gb SFP,Standard Price Book;true,QB-BET X710SFP,One-Time;OneTime,1260
Intel Xeon E5-2609 v4 1.7GHz;Standard Price Book;QB-INTEL E5-2609;One-Time;GBP,GBP,true,false,Intel Xeon E5-2609 v4 1.7GHz,Standard Price Book;true,QB-INTEL E5-2609,One-Time;OneTime,1180
Intel Xeon E5-2660 v4 2.0GHz;Standard Price Book;QB-INTEL E5-2660;One-Time;GBP,GBP,true,false,Intel Xeon E5-2660 v4 2.0GHz,Standard Price Book;true,QB-INTEL E5-2660,One-Time;OneTime,1340
Intel Xeon E5-2667 v4 3.2GHz;Standard Price Book;QB-INTEL E5-2667;One-Time;GBP,GBP,true,false,Intel Xeon E5-2667 v4 3.2GHz,Standard Price Book;true,QB-INTEL E5-2667,One-Time;OneTime,1960
Intel Xeon E5-2683 v4 2.1GHz;Standard Price Book;QB-INTEL E5-2683;One-Time;GBP,GBP,true,false,Intel Xeon E5-2683 v4 2.1GHz,Standard Price Book;true,QB-INTEL E5-2683,One-Time;OneTime,1100
Module Extension Engineer;Standard Price Book;QB-SRV-MEE;One-Time;GBP,GBP,true,false,Module Extension Engineer,Standard Price Book;true,QB-SRV-MEE,One-Time;OneTime,240
PowerSwerve R750 Rack Server;Standard Price Book;QB-BDL-R750;One-Time;GBP,GBP,true,false,PowerSwerve R750 Rack Server,Standard Price Book;true,QB-BDL-R750,One-Time;OneTime,3060
Professional Services Daily Rate;Standard Price Book;QB-SRV-OG-PSH;One-Time;GBP,GBP,true,false,Professional Services Daily Rate,Standard Price Book;true,QB-SRV-OG-PSH,One-Time;OneTime,200
Professional Services Scope of Work;Standard Price Book;QB-SRV-SOW;One-Time;GBP,GBP,true,false,Professional Services Scope of Work,Standard Price Book;true,QB-SRV-SOW,One-Time;OneTime,19650
Program Director;Standard Price Book;QB-SRV-PD;One-Time;GBP,GBP,true,false,Program Director,Standard Price Book;true,QB-SRV-PD,One-Time;OneTime,280
Project Manager;Standard Price Book;QB-SRV-PMN;One-Time;GBP,GBP,true,false,Project Manager,Standard Price Book;true,QB-SRV-PMN,One-Time;OneTime,240
QB API Management Solution;Standard Price Book;QB-API-MGMT;Evergreen Monthly;GBP,GBP,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Evergreen Monthly;Evergreen,790
QB API Management Solution;Standard Price Book;QB-API-MGMT;Term Annual;GBP,GBP,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Annual;TermDefined,9430
QB API Management Solution;Standard Price Book;QB-API-MGMT;Term Monthly;GBP,GBP,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Monthly;TermDefined,790
Quality Assurance Engineer;Standard Price Book;QB-SRV-QAE;One-Time;GBP,GBP,true,false,Quality Assurance Engineer,Standard Price Book;true,QB-SRV-QAE,One-Time;OneTime,240
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;Evergreen Monthly;GBP,GBP,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,Evergreen Monthly;Evergreen,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;One-Time;GBP,GBP,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,One-Time;OneTime,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;Term Annual;GBP,GBP,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,Term Annual;TermDefined,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;Term Monthly;GBP,GBP,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,Term Monthly;TermDefined,0
QuantumBit Essentials Training;Standard Price Book;QB-TRN-ESSNTLS;One-Time;GBP,GBP,true,false,QuantumBit Essentials Training,Standard Price Book;true,QB-TRN-ESSNTLS,One-Time;OneTime,6680
QuantumBit Fundamentals Training;Standard Price Book;QB-TRN-FUND;One-Time;GBP,GBP,true,false,QuantumBit Fundamentals Training,Standard Price Book;true,QB-TRN-FUND,One-Time;OneTime,5110
QuantumBit Services Project;Standard Price Book;QB-BDL-SRVC;One-Time;GBP,GBP,true,false,QuantumBit Services Project,Standard Price Book;true,QB-BDL-SRVC,One-Time;OneTime,0
QuantumBit Starter;Standard Price Book;QB-BDL-STND;One-Time;GBP,GBP,true,false,QuantumBit Starter,Standard Price Book;true,QB-BDL-STND,One-Time;OneTime,0
QuantumBit Subscription;Standard Price Book;TEST-SUB;Evergreen Annual;GBP,GBP,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Evergreen Annual;Evergreen,330
QuantumBit Subscription;Standard Price Book;TEST-SUB;Evergreen Monthly;GBP,GBP,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Evergreen Monthly;Evergreen,30
QuantumBit Subscription;Standard Price Book;TEST-SUB;Term Annual;GBP,GBP,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Term Annual;TermDefined,280
QuantumBit Subscription;Standard Price Book;TEST-SUB;Term Monthly;GBP,GBP,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Term Monthly;TermDefined,20
Silver Hardware Maintenance;Standard Price Book;QB-SUPP-1000;Term Annual;GBP,GBP,true,false,Silver Hardware Maintenance,Standard Price Book;true,QB-SUPP-1000,Term Annual;TermDefined,19650
Solutions Architect;Standard Price Book;QB-SRV-SAT;One-Time;GBP,GBP,true,false,Solutions Architect,Standard Price Book;true,QB-SRV-SAT,One-Time;OneTime,390
16GB RDIMM;Standard Price Book;QB-MEM 16GB;One-Time;EUR,EUR,true,false,16GB RDIMM,Standard Price Book;true,QB-MEM 16GB,One-Time;OneTime,550
1TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 1TB;One-Time;EUR,EUR,true,false,1TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 1TB,One-Time;OneTime,460
32GB RDIMM;Standard Price Book;QB-MEM 32GB;One-Time;EUR,EUR,true,false,32GB RDIMM,Standard Price Book;true,QB-MEM 32GB,One-Time;OneTime,820
4TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 4TB;One-Time;EUR,EUR,true,false,4TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 4TB,One-Time;OneTime,740
8GB RDIMM;Standard Price Book;QB-MEM 8GB;One-Time;EUR,EUR,true,false,8GB RDIMM,Standard Price Book;true,QB-MEM 8GB,One-Time;OneTime,370
8TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 8TB;One-Time;EUR,EUR,true,false,8TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 8TB,One-Time;OneTime,920
8TB 7.2k RPM Self-Encrypting NLSAS;Standard Price Book;QB-HD 8TBSE;One-Time;EUR,EUR,true,false,8TB 7.2k RPM Self-Encrypting NLSAS,Standard Price Book;true,QB-HD 8TBSE,One-Time;OneTime,1100
Additional API;Standard Price Book;QB-API;Evergreen Monthly;EUR,EUR,true,false,Additional API,Standard Price Book;true,QB-API,Evergreen Monthly;Evergreen,1840
Additional API;Standard Price Book;QB-API;Term Annual;EUR,EUR,true,false,Additional API,Standard Price Book;true,QB-API,Term Annual;TermDefined,13800
Additional API;Standard Price Book;QB-API;Term Monthly;EUR,EUR,true,false,Additional API,Standard Price Book;true,QB-API,Term Monthly;TermDefined,1380
Additional API Flex (100M);Standard Price Book;QB-API-FLEX;Term Annual;EUR,EUR,true,false,Additional API Flex (100M),Standard Price Book;true,QB-API-FLEX,Term Annual;TermDefined,410
Additional API Gov;Standard Price Book;QB-API-GOVT;Term Annual;EUR,EUR,true,false,Additional API Gov,Standard Price Book;true,QB-API-GOVT,Term Annual;TermDefined,1330
Additional API Pre-Prod;Standard Price Book;QB-API-PREP;Term Annual;EUR,EUR,true,false,Additional API Pre-Prod,Standard Price Book;true,QB-API-PREP,Term Annual;TermDefined,2980
Additional API Prod;Standard Price Book;QB-API-PROD;Term Annual;EUR,EUR,true,false,Additional API Prod,Standard Price Book;true,QB-API-PROD,Term Annual;TermDefined,2980
Additional Automation QB Credits;Standard Price Book;QB-AUT-CRED;Evergreen Monthly;EUR,EUR,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Evergreen Monthly;Evergreen,2
Additional Automation QB Credits;Standard Price Book;QB-AUT-CRED;Term Annual;EUR,EUR,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Annual;TermDefined,23
Additional Automation QB Credits;Standard Price Book;QB-AUT-CRED;Term Monthly;EUR,EUR,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Monthly;TermDefined,2
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Evergreen Monthly;EUR,EUR,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Evergreen Monthly;Evergreen,2940
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Term Annual;EUR,EUR,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Term Annual;TermDefined,34960
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Term Monthly;EUR,EUR,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Term Monthly;TermDefined,2760
Additional Flows - QB Starter;Standard Price Book;QB-FLO-STRT;Evergreen Monthly;EUR,EUR,true,false,Additional Flows - QB Starter,Standard Price Book;true,QB-FLO-STRT,Evergreen Monthly;Evergreen,1840
Additional Flows - QB Starter;Standard Price Book;QB-FLO-STRT;Term Annual;EUR,EUR,true,false,Additional Flows - QB Starter,Standard Price Book;true,QB-FLO-STRT,Term Annual;TermDefined,22080
Additional Flows - QB Starter;Standard Price Book;QB-FLO-STRT;Term Monthly;EUR,EUR,true,false,Additional Flows - QB Starter,Standard Price Book;true,QB-FLO-STRT,Term Monthly;TermDefined,1380
Additional Messages - QB Starter;Standard Price Book;QB-MSG-STRT;Evergreen Monthly;EUR,EUR,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Evergreen Monthly;Evergreen,3220
Additional Messages - QB Starter;Standard Price Book;QB-MSG-STRT;Term Annual;EUR,EUR,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Term Annual;TermDefined,27600
Additional Messages - QB Starter;Standard Price Book;QB-MSG-STRT;Term Monthly;EUR,EUR,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Term Monthly;TermDefined,2760
Additional QB DataGraph (500M);Standard Price Book;QB-DAT-GRPH;Term Annual;EUR,EUR,true,false,Additional QB DataGraph (500M),Standard Price Book;true,QB-DAT-GRPH,Term Annual;TermDefined,23000
API Access Requests (AEH);Standard Price Book;QB-API-REQT;Evergreen Monthly;EUR,EUR,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Evergreen Monthly;Evergreen,5
API Access Requests (AEH);Standard Price Book;QB-API-REQT;Term Annual;EUR,EUR,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Annual;TermDefined,41
API Access Requests (AEH);Standard Price Book;QB-API-REQT;Term Monthly;EUR,EUR,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Monthly;TermDefined,5
C13 to C14 Power Cable 3';Standard Price Book;QB-CMPC-5887;One-Time;EUR,EUR,true,false,C13 to C14 Power Cable 3',Standard Price Book;true,QB-CMPC-5887,One-Time;OneTime,230
Configured Power Cable;Standard Price Book;QB-CMPC-5882;One-Time;EUR,EUR,true,false,Configured Power Cable,Standard Price Book;true,QB-CMPC-5882,One-Time;OneTime,230
Data Normalization Expert;Standard Price Book;QB-SRV-DNE;One-Time;EUR,EUR,true,false,Data Normalization Expert,Standard Price Book;true,QB-SRV-DNE,One-Time;OneTime,280
Gold Hardware Maintenance;Standard Price Book;QB-SUPP-1005;Term Annual;EUR,EUR,true,false,Gold Hardware Maintenance,Standard Price Book;true,QB-SUPP-1005,Term Annual;TermDefined,27600
Implementation Engineer;Standard Price Book;QB-SRV-IMP;One-Time;EUR,EUR,true,false,Implementation Engineer,Standard Price Book;true,QB-SRV-IMP,One-Time;OneTime,280
Integration Specialist Engineer;Standard Price Book;QB-SRV-ISE;One-Time;EUR,EUR,true,false,Integration Specialist Engineer,Standard Price Book;true,QB-SRV-ISE,One-Time;OneTime,320
Intel X710 Dual Port 10Gb Direct Attach;Standard Price Book;QB-NET X710;One-Time;EUR,EUR,true,false,Intel X710 Dual Port 10Gb Direct Attach,Standard Price Book;true,QB-NET X710,One-Time;OneTime,1470
Intel X710 Dual Port 10Gb SFP;Standard Price Book;QB-BET X710SFP;One-Time;EUR,EUR,true,false,Intel X710 Dual Port 10Gb SFP,Standard Price Book;true,QB-BET X710SFP,One-Time;OneTime,1470
Intel Xeon E5-2609 v4 1.7GHz;Standard Price Book;QB-INTEL E5-2609;One-Time;EUR,EUR,true,false,Intel Xeon E5-2609 v4 1.7GHz,Standard Price Book;true,QB-INTEL E5-2609,One-Time;OneTime,1380
Intel Xeon E5-2660 v4 2.0GHz;Standard Price Book;QB-INTEL E5-2660;One-Time;EUR,EUR,true,false,Intel Xeon E5-2660 v4 2.0GHz,Standard Price Book;true,QB-INTEL E5-2660,One-Time;OneTime,1560
Intel Xeon E5-2667 v4 3.2GHz;Standard Price Book;QB-INTEL E5-2667;One-Time;EUR,EUR,true,false,Intel Xeon E5-2667 v4 3.2GHz,Standard Price Book;true,QB-INTEL E5-2667,One-Time;OneTime,2300
Intel Xeon E5-2683 v4 2.1GHz;Standard Price Book;QB-INTEL E5-2683;One-Time;EUR,EUR,true,false,Intel Xeon E5-2683 v4 2.1GHz,Standard Price Book;true,QB-INTEL E5-2683,One-Time;OneTime,1290
Module Extension Engineer;Standard Price Book;QB-SRV-MEE;One-Time;EUR,EUR,true,false,Module Extension Engineer,Standard Price Book;true,QB-SRV-MEE,One-Time;OneTime,280
PowerSwerve R750 Rack Server;Standard Price Book;QB-BDL-R750;One-Time;EUR,EUR,true,false,PowerSwerve R750 Rack Server,Standard Price Book;true,QB-BDL-R750,One-Time;OneTime,3590
Professional Services Daily Rate;Standard Price Book;QB-SRV-OG-PSH;One-Time;EUR,EUR,true,false,Professional Services Daily Rate,Standard Price Book;true,QB-SRV-OG-PSH,One-Time;OneTime,230
Professional Services Scope of Work;Standard Price Book;QB-SRV-SOW;One-Time;EUR,EUR,true,false,Professional Services Scope of Work,Standard Price Book;true,QB-SRV-SOW,One-Time;OneTime,23000
Program Director;Standard Price Book;QB-SRV-PD;One-Time;EUR,EUR,true,false,Program Director,Standard Price Book;true,QB-SRV-PD,One-Time;OneTime,320
Project Manager;Standard Price Book;QB-SRV-PMN;One-Time;EUR,EUR,true,false,Project Manager,Standard Price Book;true,QB-SRV-PMN,One-Time;OneTime,280
QB API Management Solution;Standard Price Book;QB-API-MGMT;Evergreen Monthly;EUR,EUR,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Evergreen Monthly;Evergreen,920
QB API Management Solution;Standard Price Book;QB-API-MGMT;Term Annual;EUR,EUR,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Annual;TermDefined,11040
QB API Management Solution;Standard Price Book;QB-API-MGMT;Term Monthly;EUR,EUR,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Monthly;TermDefined,920
Quality Assurance Engineer;Standard Price Book;QB-SRV-QAE;One-Time;EUR,EUR,true,false,Quality Assurance Engineer,Standard Price Book;true,QB-SRV-QAE,One-Time;OneTime,280
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;Evergreen Monthly;EUR,EUR,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,Evergreen Monthly;Evergreen,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;One-Time;EUR,EUR,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,One-Time;OneTime,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;Term Annual;EUR,EUR,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,Term Annual;TermDefined,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;Term Monthly;EUR,EUR,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,Term Monthly;TermDefined,0
QuantumBit Essentials Training;Standard Price Book;QB-TRN-ESSNTLS;One-Time;EUR,EUR,true,false,QuantumBit Essentials Training,Standard Price Book;true,QB-TRN-ESSNTLS,One-Time;OneTime,7820
QuantumBit Fundamentals Training;Standard Price Book;QB-TRN-FUND;One-Time;EUR,EUR,true,false,QuantumBit Fundamentals Training,Standard Price Book;true,QB-TRN-FUND,One-Time;OneTime,5980
QuantumBit Services Project;Standard Price Book;QB-BDL-SRVC;One-Time;EUR,EUR,true,false,QuantumBit Services Project,Standard Price Book;true,QB-BDL-SRVC,One-Time;OneTime,0
QuantumBit Starter;Standard Price Book;QB-BDL-STND;One-Time;EUR,EUR,true,false,QuantumBit Starter,Standard Price Book;true,QB-BDL-STND,One-Time;OneTime,0
QuantumBit Subscription;Standard Price Book;TEST-SUB;Evergreen Annual;EUR,EUR,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Evergreen Annual;Evergreen,390
QuantumBit Subscription;Standard Price Book;TEST-SUB;Evergreen Monthly;EUR,EUR,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Evergreen Monthly;Evergreen,30
QuantumBit Subscription;Standard Price Book;TEST-SUB;Term Annual;EUR,EUR,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Term Annual;TermDefined,330
QuantumBit Subscription;Standard Price Book;TEST-SUB;Term Monthly;EUR,EUR,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Term Monthly;TermDefined,30
Silver Hardware Maintenance;Standard Price Book;QB-SUPP-1000;Term Annual;EUR,EUR,true,false,Silver Hardware Maintenance,Standard Price Book;true,QB-SUPP-1000,Term Annual;TermDefined,23000
Solutions Architect;Standard Price Book;QB-SRV-SAT;One-Time;EUR,EUR,true,false,Solutions Architect,Standard Price Book;true,QB-SRV-SAT,One-Time;OneTime,460
16GB RDIMM;Standard Price Book;QB-MEM 16GB;One-Time;CHF,CHF,true,false,16GB RDIMM,Standard Price Book;true,QB-MEM 16GB,One-Time;OneTime,530
1TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 1TB;One-Time;CHF,CHF,true,false,1TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 1TB,One-Time;OneTime,440
32GB RDIMM;Standard Price Book;QB-MEM 32GB;One-Time;CHF,CHF,true,false,32GB RDIMM,Standard Price Book;true,QB-MEM 32GB,One-Time;OneTime,790
4TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 4TB;One-Time;CHF,CHF,true,false,4TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 4TB,One-Time;OneTime,710
8GB RDIMM;Standard Price Book;QB-MEM 8GB;One-Time;CHF,CHF,true,false,8GB RDIMM,Standard Price Book;true,QB-MEM 8GB,One-Time;OneTime,350
8TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 8TB;One-Time;CHF,CHF,true,false,8TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 8TB,One-Time;OneTime,890
8TB 7.2k RPM Self-Encrypting NLSAS;Standard Price Book;QB-HD 8TBSE;One-Time;CHF,CHF,true,false,8TB 7.2k RPM Self-Encrypting NLSAS,Standard Price Book;true,QB-HD 8TBSE,One-Time;OneTime,1070
Additional API;Standard Price Book;QB-API;Evergreen Monthly;CHF,CHF,true,false,Additional API,Standard Price Book;true,QB-API,Evergreen Monthly;Evergreen,1780
Additional API;Standard Price Book;QB-API;Term Annual;CHF,CHF,true,false,Additional API,Standard Price Book;true,QB-API,Term Annual;TermDefined,13330
Additional API;Standard Price Book;QB-API;Term Monthly;CHF,CHF,true,false,Additional API,Standard Price Book;true,QB-API,Term Monthly;TermDefined,1330
Additional API Flex (100M);Standard Price Book;QB-API-FLEX;Term Annual;CHF,CHF,true,false,Additional API Flex (100M),Standard Price Book;true,QB-API-FLEX,Term Annual;TermDefined,400
Additional API Gov;Standard Price Book;QB-API-GOVT;Term Annual;CHF,CHF,true,false,Additional API Gov,Standard Price Book;true,QB-API-GOVT,Term Annual;TermDefined,1290
Additional API Pre-Prod;Standard Price Book;QB-API-PREP;Term Annual;CHF,CHF,true,false,Additional API Pre-Prod,Standard Price Book;true,QB-API-PREP,Term Annual;TermDefined,2880
Additional API Prod;Standard Price Book;QB-API-PROD;Term Annual;CHF,CHF,true,false,Additional API Prod,Standard Price Book;true,QB-API-PROD,Term Annual;TermDefined,2880
Additional Automation QB Credits;Standard Price Book;QB-AUT-CRED;Evergreen Monthly;CHF,CHF,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Evergreen Monthly;Evergreen,2
Additional Automation QB Credits;Standard Price Book;QB-AUT-CRED;Term Annual;CHF,CHF,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Annual;TermDefined,22
Additional Automation QB Credits;Standard Price Book;QB-AUT-CRED;Term Monthly;CHF,CHF,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Monthly;TermDefined,2
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Evergreen Monthly;CHF,CHF,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Evergreen Monthly;Evergreen,2840
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Term Annual;CHF,CHF,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Term Annual;TermDefined,33770
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Term Monthly;CHF,CHF,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Term Monthly;TermDefined,2670
