BasedOn.Code,CanRamp,ConfigureDuringSale,CurrencyIsoCode,Description,DisplayUrl,Family,IsActive,IsAssetizable,IsSoldOnlyWithOtherProds,Name,ProductCode,QuantityUnitOfMeasure,SpecificationType,StockKeepingUnit,Type,UnitOfMeasure.UnitCode
,false,,USD,,,Service,true,true,false,DCC 3YR UNLIMITED HR PARTS,FESBA_L250-2,,,FESBA_L250-2,,
,false,,USD,,,Service,true,true,false,DCC 5YR UNLIMITED HR PARTS,FESBA_L251-2,,,FESBA_L251-2,,
,false,,USD,,,Service,true,true,false,DCC 10YR UNLIMITED HR PARTS,FESBA_L252-2,,,FESBA_L252-2,,
,false,,USD,,,Service,true,true,false,DCC 3YR UNLIMITED HR P + L,FESBA_L253-2,,,FESBA_L253-2,,
,false,,USD,,,Service,true,true,false,DCC 5YR UNLIMITED HR P + L,FESBA_L254-2,,,FESBA_L254-2,,
,false,,USD,,,Service,true,true,false,DCC 10YR UNLIMITED HR P + L,FESBA_L255-2,,,FESBA_L255-2,,
,false,,USD,,,Service,true,true,false,DCC 3YR UNLIMITED HR P + L + T,FESBA_L256-2,,,FESBA_L256-2,,
,false,,USD,,,Service,true,true,false,DCC 5YR UNLIMITED HR P + L + T,FESBA_L257-2,,,FESBA_L257-2,,
,false,,USD,,,Service,true,true,false,DCC 10YR UNLIMITED HR P + L + T,FESBA_L258-2,,,FESBA_L258-2,,
,false,,USD,,,Hardware,true,true,false,No Enclosure,FESBA_NOENC,,,FESBA_NOENC,,
Voltage PC,false,,USD,,,Hardware,true,true,false,"277/480,3 Phase,Wye,4 Wire",FESBA_R002-2,,,FESBA_R002-2,,
Voltage PC,false,,USD,,,Hardware,true,true,false,"240/416,3 Phase,Wye,4 Wire",FESBA_R003-2,,,FESBA_R003-2,,
Voltage PC,false,,USD,,,Hardware,true,true,false,"255/440,3 Phase,Wye,4 Wire",FESBA_R023-2,,,FESBA_R023-2,,
Voltage PC,false,,USD,,,Hardware,true,true,false,"220/380,3 Phase,Wye,4 Wire",FESBA_R099-2,,,FESBA_R099-2,,
Voltage PC,false,,USD,,,Hardware,true,true,false,"2400/4160,3 Phase,Wye,4Wire",FESBA_R107-2,,,FESBA_R107-2,,
Voltage PC,false,,USD,,,Hardware,true,true,false,"347/600,3 Phase,Wye,4 Wire",FESBA_R114-2,,,FESBA_R114-2,,
Voltage PC,false,,USD,,,Hardware,true,true,false,"7976/13800,3 Ph,Wye,4 Wire",FESBA_R130-2,,,FESBA_R130-2,,
Voltage PC,false,,USD,,,Hardware,true,true,false,"7621/13200,3 Ph,Wye,4 Wire",FESBA_R132-2,,,FESBA_R132-2,,
Voltage PC,false,,USD,,,Hardware,true,true,false,"7200/12470,3 Ph,Wye,4 Wire",FESBA_R144-2,,,FESBA_R144-2,,
,false,,USD,,,Hardware,true,true,false,Level 1 Sound Attenuated Enclosure,FESBA_S1ENC,,,FESBA_S1ENC,,
,false,,USD,,,Hardware,true,true,false,Level 2 Sound Attenuated Enclosure,FESBA_S2ENC,,,FESBA_S2ENC,,
,false,,USD,,,Hardware,true,true,false,Level 3 Sound Attenuated Enclosure,FESBA_S3ENC,,,FESBA_S3ENC,,
,false,,USD,,,Hardware,true,true,false,Weather Protected Enclosure,FESBA_WHENC,,,FESBA_WHENC,,
,false,Allowed,USD,"These lower power range generator sets are built with the same engineering and system expertise as our larger gensets, featuring low fuel consumption, high efficiency and outstanding reliability.",/resource/1736281665000/generators/400kw.png,Generator Set,true,true,false,GAMD Generator Set,GAMD-FRD,,,GAMD-FRD,Bundle,
MiscGen,false,,USD,"Electrical conduit pipes (PVC, EMT, or rigid metal).
Couplings, connectors, and fittings for conduits.
Cable glands for sealing cable entry points.",,,true,false,false,Conduits and Fittings,Generator-Conduit,,,Generator-Conduit,,
MiscGen,false,Allowed,USD,High-capacity power cables for generator-to-panel connections.,,,true,false,false,Wiring & Cables,Generator-Wiring,,,Generator-Wiring,,
,false,Allowed,USD,,,Service,true,false,false,Installation Fee,Install-Fee,,,Install-Fee,,
,false,,USD,"To assess the generator’s cooling and ventilation needs, as well as the placement and anchoring of the generator.",,Service,true,false,false,Mechanical Engineer,Mechanical-Engineer,,,Mechanical-Engineer,,
MiscGen,false,,USD,"Includes bolts, nuts, washers for securing the generator to the foundation. Also includes Anchor Kit & Anti-Vibration Pads.",,,true,false,false,Mounting Hardware,Mounting-Hardware,,,Mounting-Hardware,,
