BasedOn.Code,CanRamp,ConfigureDuringSale,CurrencyIsoCode,Description,DisplayUrl,Family,IsActive,IsAssetizable,IsSoldOnlyWithOtherProds,Name,ProductCode,QuantityUnitOfMeasure,SpecificationType,StockKeepingUnit,Type,UnitOfMeasure.UnitCode
PCIe PC,false,Allowed,USD,QB-NetSecure – a 10GbE adapter with built-in encryption and firewall acceleration for secure workloads.,/resource/intel_x710_dp,Hardware,true,true,false,QB-NetSecure 10G,QB-NETSECURE-10G,Each,,QB-NETSECURE-10G,,
,false,,USD,No Operating System,/resource/RLM_quantumBit_logo_sq,None,true,true,false,No Operating System,QB-NO-OSYS,,,QB-NO-OSYS,,
PCIe PC,false,Allowed,USD,"QB-Accel NovaX150 – a visualization and compute GPU, optimized for VDI, rendering, and mixed workloads.",/resource/intel_e52609,Hardware,true,true,false,QB-Accel NovaX150,QB-NovaX150,,,QB-NovaX150,,
PCIe PC,false,Allowed,USD,QB-NVExpand 200 – a PCIe expansion card that adds capacity for additional NVMe drives to maximize storage scalability.,/resource/nvexpand,Hardware,true,true,false,QB-NVExpand 200,QB-NVExpand-200,,,QB-NVExpand-200,,
,false,,USD,"Rack PDU 20A, 120V L5-20 input 5-20 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 20A, 120V L5-20",QB-PDU-2022,,,QB-PDU-2022,,
,false,,USD,"Rack PDU 30A, 120V L5-20 input 5-20 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 30A, 120V L5-20",QB-PDU-2023,,,QB-PDU-2023,,
,false,,USD,"Rack PDU 15A, 120V L5-20 input 5-20 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 15A, 120V L5-20",QB-PDU-2024,,,QB-PDU-2024,,
,false,,USD,"Rack PDU 20A, 230V C20 input C19 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 20A, 230V C20 input C1",QB-PDU-2025,,,QB-PDU-2025,,
,false,,USD,Rack PDU 10A 230V C20 input C19 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 10A, 230V C20 input C19",QB-PDU-2026,,,QB-PDU-2026,,
,false,,USD,Rack PDU 16A 230V C20 input C13 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 16A, 230V, C13 output",QB-PDU-2027,,,QB-PDU-2027,,
,false,,USD,"Rack PDU 14.4kW, 208V, 3 phase CS8365 input C13 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 14.4kW, 208V, C13 output",QB-PDU-2028,,,QB-PDU-2028,,
,false,,USD,"Rack PDU 5.7W, 208V, 3 phase CS8365 input C13 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 5.7W, 208V, C13 output",QB-PDU-2029,,,QB-PDU-2029,,
,false,Allowed,USD,QB-PowerCore 1600S – a 1600W high-capacity single power supply built for performance-intensive configurations.,/resource/powersupply,Hardware,true,true,false,QB-PowerCore 1600S,QB-PWRCORE-1600S,,,QB-PWRCORE-1600S,,
,false,Allowed,USD,QB-PowerCore 500S – a 500W single power supply designed for entry-level workloads and cost efficiency.,/resource/powersupply,Hardware,true,true,false,QB-PowerCore 500S,QB-PWRCORE-500S,,,QB-PWRCORE-500S,,
,false,Allowed,USD,QB-PowerCore 800S – an 800W single power supply delivering balanced power for mid-tier servers.,/resource/powersupply,Hardware,true,true,false,QB-PowerCore 800S,QB-PWRCORE-800S,,,QB-PWRCORE-800S,,
,false,Allowed,USD,QB-PowerSafe 1000D – dual 1000W redundant power supplies offering balanced resilience and scalability.,/resource/powersupply,Hardware,true,true,false,QB-PowerSafe 1000D,QB-PWRSAFE-1000D,,,QB-PWRSAFE-1000D,,
,false,Allowed,USD,"QB-PowerSafe 2000D – dual 2000W redundant power supplies engineered for mission-critical, high-density workloads.",/resource/powersupply,Hardware,true,true,false,QB-PowerSafe 2000D,QB-PWRSAFE-2000D,,,QB-PWRSAFE-2000D,,
,false,Allowed,USD,QB-PowerSafe 600D – dual 600W redundant power supplies ensuring uptime for essential business applications.,/resource/powersupply,Hardware,true,true,false,QB-PowerSafe 600D,QB-PWRSAFE-600D,,,QB-PWRSAFE-600D,,
Q-Rack PC,false,Allowed,USD,"The Q-Rack 750 server is designed to bring excellent performance, expandability and deployment flexibility to organizations that must deploy multiple integrated servers in a minimum amount of space at a low cost.",/resource/powerswerve,Bundle,true,true,false,QuantumBit Q-Rack 750,QB-QRack-750,Each,,QB-QRack-750,Bundle,
,false,Allowed,USD,QuantumBit Database (Quantity Commit),/resource/database,Software,true,true,false,QuantumBit Database (Quantity Commit),QB-QTY-CMT,Each,,QB-QTY-CMT,,
PCIe PC,false,Allowed,USD,QB-RAIDForce 500 – a high-performance hardware RAID controller that delivers speed and redundancy for critical workloads.,/resource/RAIDController,Hardware,true,true,false,QB-RAIDForce 500,QB-RAID-500,,,QB-RAID-500,,
,false,,USD,"Red Hat Enterprise Linux delivers military-grade security, 99.999% uptime, support for business-critical workloads.",/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,Red Hat Enterprise Linux,QB-REDHAT,,,QB-REDHAT,,
,false,,USD,One-time fee to access premium customer success services as you navigate your data transformation.,/resource/ps_adv_serv,Services,true,true,false,"QuantumBit Advisory Services, CSM Premium",QB-SRV-AS,,,QB-SRV-AS,,
PC-QB-PS-RESOURCES,false,Allowed,USD,"Data Normalization Experts engage early in the project and assist customers in normalizing, cleaning, and de-duping data, and can perform upload and update functions.",/resource/ps_dn_expert,Services,true,true,false,Data Normalization Expert,QB-SRV-DNE,,,QB-SRV-DNE,,
PC-QB-PS-RESOURCES,false,Allowed,USD,Our certified Implementation Engineers bring a wealth of application expertise and integration experience to ensure the clients other systems are connected.,/resource/ps_imp_engineer,Services,true,true,false,Implementation Engineer,QB-SRV-IMP,,,QB-SRV-IMP,,
PC-QB-PS-RESOURCES,false,Allowed,USD,Our certified Integration Specialist Engineers bring a wealth of application expertise and integration experience to ensure the clients other systems are connected.,/resource/ps_int_specialist,Services,true,true,false,Integration Specialist Engineer,QB-SRV-ISE,,,QB-SRV-ISE,,
PC-QB-PS-RESOURCES,false,Allowed,USD,"Our certified Module Extension Engineers specialize in configuring and customizing the additional modules to a clients specifications, and work closely with the Core System Engineers.",/resource/ps_mod_ext_eng,Services,true,true,false,Module Extension Engineer,QB-SRV-MEE,,,QB-SRV-MEE,,
,false,,USD,Professional Services - Associate Consultant Daily Rate,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Professional Services - Associate Consultant Daily Rate,QB-SRV-OG-AC-PSH,,,QB-SRV-OG-AC-PSH,,
,false,,USD,Professional project management services option to be priced on a per-day basis.,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Professional Services - Project Management Daily Rate,QB-SRV-OG-PM-PSH,,,QB-SRV-OG-PM-PSH,,
,false,,USD,Professional services option to be priced on a per-day basis.,/resource/ps_daily_rate,Services,true,true,false,Professional Services Daily Rate,QB-SRV-OG-PSH,,,QB-SRV-OG-PSH,,
,false,,USD,Professional services billed at the end of each month based on consumed hours.,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Professional Service Hours (Consumption),QB-SRV-OG-PSHC,,,QB-SRV-OG-PSHC,,
,false,,USD,"The Program Director provides executive leadership, subject matter expertise, and program oversight.",/resource/ps_prog_dir,Services,true,true,false,Program Director,QB-SRV-PD,,,QB-SRV-PD,,
,false,,USD,"The Project Manager ensures a projects timely and efficient delivery by coordinating meetings, tracking progress, escalating issues, and proctoring weekly status reports.",/resource/ps_proj_mgr,Services,true,true,false,Project Manager,QB-SRV-PMN,,,QB-SRV-PMN,,
,false,,USD,"For mission critical deployments, you need QuantumBit up and running as fast as possible. Select the premium success plan for everything included in the standard plan AND direct access to our advanced support team 24/7.",/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Premium Support,QB-SRV-PRM-SP,,,QB-SRV-PRM-SP,,
PC-QB-PS-RESOURCES,false,Allowed,USD,Quality Assurance Engineers test and support the activities prior to a successful Go-Live launch.,/resource/ps_qa_engineer,Services,true,true,false,Quality Assurance Engineer,QB-SRV-QAE,,,QB-SRV-QAE,,
,false,,USD,Basic Consulting package for implementation managed by 3rd party SI/Partner on Fixed Fee basis.,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Quick Start Enablement,QB-SRV-QSE,,,QB-SRV-QSE,,
,false,,USD,Our Solution Architects are responsible for analyzing customer requirements and designing the optimal solution capabilities.,/resource/ps_sol_arch,Services,true,true,false,Solutions Architect,QB-SRV-SAT,,,QB-SRV-SAT,,
,false,,USD,Implementation managed by in-house professional services with an agreed upon scope of work.,/resource/ps_scope,Services,true,true,false,Professional Services Scope of Work,QB-SRV-SOW,,,QB-SRV-SOW,,
PC-QB-STORAGE,false,Allowed,USD,Q-Drive NVX 16TB – Large capacity for data-intensive applications,/resource/hd_8tb_72k,Hardware,true,true,false,Q-Drive NVX 16TB,QB-SSD 16TB,Each,,QB-SSD 16TB,,
PC-QB-STORAGE,false,Allowed,USD,Q-Drive NVX 2TB – Entry-level enterprise SSD for OS & light workloads,/resource/hd_8tb_72k,Hardware,true,true,false,Q-Drive NVX 2TB,QB-SSD 2TB,Each,,QB-SSD 2TB,,
PC-QB-STORAGE,false,Allowed,USD,"Q-Drive NVX Ultra 30TB – Flagship, ultra-dense SSD for maximum storage",/resource/hd_8tb_72k,Hardware,true,true,false,Q-Drive NVX Ultra 30TB,QB-SSD 30TB,Each,,QB-SSD 30TB,,
PC-QB-STORAGE,false,Allowed,USD,Q-Drive NVX 4TB – Balanced capacity & performance tier,/resource/hd_8tb_72k,Hardware,true,true,false,Q-Drive NVX 4TB,QB-SSD 4TB,Each,,QB-SSD 4TB,,
PC-QB-STORAGE,false,Allowed,USD,Q-Drive NVX 8TB – High-capacity drive for mixed workloads,/resource/hd_8tb_72k,Hardware,true,true,false,Q-Drive NVX 8TB,QB-SSD 8TB,Each,,QB-SSD 8TB,,
,false,,USD,"For mission critical deployments, you need QuantumBit up and running as fast as possible. Select the standard success plan for access to documentation, online case management and phone support.",/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Standard Success Plan,QB-STD-SP,,,QB-STD-SP,,
,false,,USD,"System maintenance, administration, and configuration performed by a certified technician. 15% of hardware.",/resource/silv_maint,Services,true,true,false,Silver Hardware Maintenance,QB-SUPP-1000,,,QB-SUPP-1000,,
,false,,USD,"System maintenance, administration, and configuration performed by a certified technician. Also includes 24x7 phone service and monthly on-site check-ups. 20% of hardware.",/resource/gold_maint,Services,true,true,false,Gold Hardware Maintenance,QB-SUPP-1005,,,QB-SUPP-1005,,
,true,,USD,"Upgrade, Bug Fixes, and Patched for Perpetual Licenses. Early Access to BETA Releases. Upgrade and Patch Assistance. 20% of Licensing",/resource/soft_maint2,Services,true,true,false,Software Maintenance,QB-SUPP-2000,,,QB-SUPP-2000,,
,false,,USD,,,,true,true,false,Quantum Tokens Definition,QB-TOKEN-DEF,,,QB-TOKEN-DEF,,
,false,,USD,,,,true,true,false,QuantumBit Tokens Pack,QB-TOKENS-PACK,,,QB-TOKENS-PACK,,
,false,,USD,"With our Essentials Training, you'll get access to live webinars, self-paced learning modules, and powerful analysis tools.",/resource/essential_train,Services,true,true,false,QuantumBit Essentials Training,QB-TRN-ESSNTLS,,,QB-TRN-ESSNTLS,,
,false,,USD,"With our Fundamentals Training you will read, watch videos, and participate in activities aimed to give hands-on experience with the basics of the tool.",/resource/fund_training,Services,true,true,false,QuantumBit Fundamentals Training,QB-TRN-FUND,,,QB-TRN-FUND,,
PCIe PC,false,Allowed,USD,"QB-Accel VegaX200 - high-performance GPU designed for AI/ML workloads, deep learning, and high-throughput training.",/resource/intel_e52609,Hardware,true,true,false,QB-Accel VegaX200,QB-VegaX200,,,QB-VegaX200,,
,false,,USD,"vSphere Desktop can be used to power virtual desktops, as well as the underlying infrastructure for the VDI environment.",/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,vSphere Desktop,QB-VMW-D,,,QB-VMW-D,,
,false,,USD,"vSphere Enterprise includes the full range of vSphere features for transforming datacenters into dramatically simplified cloud computing environments providing the next generation of flexible, reliable IT services.",/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,vSphere Enterprise,QB-VMW-E,,,QB-VMW-E,,
,false,,USD,vSphere Standard provides an entry solution for basic consolidation of applications to slash hardware costs while accelerating application deployment.,/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,vSphere Standard,QB-VMW-S,,,QB-VMW-S,,
,false,,USD,,,,true,true,false,USD Resource Definition Product,RES-USD-DEF,,,RES-USD-DEF,,
,false,Allowed,USD,,,Software,true,true,false,Resolutions,RESO,,,RESO,,
,false,,USD,,,,true,true,false,SMS Messages,SMS-MESS,,,SMS-MESS,,
,false,Allowed,USD,,,Software,true,true,false,SMS Sent/Received AU,SMSAU,,,SMSAU,,
,false,Allowed,USD,,,Software,true,true,false,SMS Sent/Received CA,SMSCA,,,SMSCA,,
,false,Allowed,USD,,,Software,true,true,false,SMS Sent/Received UK,SMSUK,,,SMSUK,,
,false,Allowed,USD,,,Software,true,true,false,SMS Sent/Received US,SMSUS,,,SMSUS,,
PC-QB-SUB,false,Allowed,USD,QuantumBit Subscription,/resource/subscription,Software,true,true,false,QuantumBit Subscription,TEST-SUB,Each,,TEST-SUB,,
